entry_id,audio_index,label,response,sampling_method,vsv_enabled,vsv_lambda,vsv_beta,is_verbose
29581,Y6dLkgq9EKPE,No,No,adversarial,True,0.05,0.2,False
29509,Y1vCYiVvZ7VE,Yes,Yes,adversarial,True,0.05,0.2,False
23104,Y67BsqRkh-dU,No,No,popular,True,0.05,0.2,False
29390,Yc3nlaAkv9bA,No,Yes,adversarial,True,0.05,0.2,False
28353,YBoe3MeEpn_c,No,No,adversarial,True,0.05,0.2,False
11875,YCYUlLTKoa1Y,No,Yes,random,True,0.05,0.2,False
14712,YC5kmOK_l4jc,Yes,No,popular,True,0.05,0.2,False
9779,Y9BukzlPNqC8,No,No,random,True,0.05,0.2,False
17183,YbA5zPFSFZAA,Yes,Yes,popular,True,0.05,0.2,False
7438,YlmPMhs-9IYE,Yes,Yes,popular,True,0.05,0.2,False
21989,Y2sZhC_mKeic,No,No,popular,True,0.05,0.2,False
27867,Y4ftDFi4684Y,No,No,popular,True,0.05,0.2,False
21818,YtTB0BK39JI8,Yes,Yes,adversarial,True,0.05,0.2,False
9292,YJZloTOdIY_c,Yes,Yes,adversarial,True,0.05,0.2,False
30270,YOFVzrakJhbw,Yes,No,adversarial,True,0.05,0.2,False
25458,Y27HIamF8pKo,No,No,popular,True,0.05,0.2,False
26317,Ym8wV38lf2jg,No,Yes,adversarial,True,0.05,0.2,False
12655,Y8BPTQO_cx7E,No,No,random,True,0.05,0.2,False
442,YSmdj6JFB9MQ,No,No,random,True,0.05,0.2,False
9289,YfrOqlk0Wm5Y,No,Yes,adversarial,True,0.05,0.2,False
23605,YtJhVH3VIrnE,Yes,No,adversarial,True,0.05,0.2,False
26931,Yy_OyLW9lBXU,No,No,adversarial,True,0.05,0.2,False
18011,YatmDP_fmK_8,No,No,random,True,0.05,0.2,False
11030,YYflmW68gL4E,Yes,Yes,adversarial,True,0.05,0.2,False
10730,Yo_3MDLl_aH0,Yes,No,popular,True,0.05,0.2,False
13800,Yb1PXsfgQw5w,No,No,adversarial,True,0.05,0.2,False
6050,YfwhkCnOeyC0,Yes,Yes,random,True,0.05,0.2,False
13442,YPYP-r0nvbFk,Yes,Yes,random,True,0.05,0.2,False
22363,YoiIi6H83Y38,Yes,No,adversarial,True,0.05,0.2,False
2865,Yy93cZqNCtks,Yes,Yes,adversarial,True,0.05,0.2,False
2426,YLs1zyPjs3k8,No,No,random,True,0.05,0.2,False
10431,YAJtNitYMa1I,Yes,Yes,random,True,0.05,0.2,False
11073,YAJtNitYMa1I,Yes,Yes,popular,True,0.05,0.2,False
10190,YrjUrB1WUpcI,Yes,Yes,adversarial,True,0.05,0.2,False
15745,YDzKjogSVOLM,No,No,adversarial,True,0.05,0.2,False
29202,YR8bHTHnF8j4,No,Yes,popular,True,0.05,0.2,False
25303,Y1Og2TJ3bXW0,Yes,Yes,adversarial,True,0.05,0.2,False
14487,YeNG6fEiAE8c,Yes,Yes,adversarial,True,0.05,0.2,False
20938,YWUyeFOyKIg0,Yes,Yes,adversarial,True,0.05,0.2,False
8706,YIvfaKPDWC00,Yes,Yes,random,True,0.05,0.2,False
10174,YA2mcp0N__7U,No,No,adversarial,True,0.05,0.2,False
5004,Y79XDcI6xZm0,Yes,No,adversarial,True,0.05,0.2,False
21600,Y6CDl4CqOgMg,Yes,Yes,adversarial,True,0.05,0.2,False
8248,YPMMdAKZxI_I,No,No,adversarial,True,0.05,0.2,False
5135,YZ1Cyj4N05lk,No,No,random,True,0.05,0.2,False
21366,Y0qbHT34qTZE,No,No,popular,True,0.05,0.2,False
468,YSmdj6JFB9MQ,No,No,adversarial,True,0.05,0.2,False
6743,Y2ErfX6ZT5pM,No,Yes,random,True,0.05,0.2,False
9356,Y1slvoNgzBLE,Yes,No,popular,True,0.05,0.2,False
13767,YZsTZ7jqbd9M,No,Yes,random,True,0.05,0.2,False
7554,YRtenf2XSXRc,Yes,Yes,random,True,0.05,0.2,False
20155,YESjMIqrvRj4,No,No,popular,True,0.05,0.2,False
26620,Y8ycflE3dIHw,No,No,random,True,0.05,0.2,False
12474,YbJMMp6PLKqM,Yes,Yes,random,True,0.05,0.2,False
17960,Y1_z6NcidGzM,Yes,Yes,random,True,0.05,0.2,False
17630,Yg6CY7qvu81k,Yes,Yes,adversarial,True,0.05,0.2,False
1149,Yzq00Oe1ecpE,No,Yes,random,True,0.05,0.2,False
14890,Y-aYumc8KoXg,No,No,popular,True,0.05,0.2,False
4631,YVE6Ku0-ucUM,No,No,random,True,0.05,0.2,False
5024,YHeEa1GZpUGI,Yes,Yes,popular,True,0.05,0.2,False
1068,YFR7BDRhMATo,Yes,Yes,random,True,0.05,0.2,False
15160,YHqnSyliKTKA,Yes,Yes,adversarial,True,0.05,0.2,False
3364,Y41D0yXSBqfI,Yes,Yes,random,True,0.05,0.2,False
6686,Y11SEBDuoqSk,Yes,Yes,popular,True,0.05,0.2,False
4029,YAtkD-3GjXMw,No,Yes,adversarial,True,0.05,0.2,False
12258,YnU-AI3Cmc3M,Yes,No,adversarial,True,0.05,0.2,False
30629,Y2ABngPM3raQ,Yes,No,adversarial,True,0.05,0.2,False
12849,YBA-lFjpzad4,No,Yes,random,True,0.05,0.2,False
20564,Y9dLLsZVRSZI,No,No,adversarial,True,0.05,0.2,False
20827,Ya3GzZKxUTy8,Yes,Yes,random,True,0.05,0.2,False
6956,Yg5l3Bz6lWnc,Yes,No,popular,True,0.05,0.2,False
8473,YBL8ksJ0sTXk,No,Yes,adversarial,True,0.05,0.2,False
22653,YVMsbrcHPBfk,No,Yes,adversarial,True,0.05,0.2,False
19273,Y7XUt6sQS7nM,No,No,popular,True,0.05,0.2,False
1743,YQvATUKXYFBs,No,Yes,adversarial,True,0.05,0.2,False
23754,Y22L_3pBa1AI,No,Yes,random,True,0.05,0.2,False
24967,YiOCpICiu4LA,No,No,random,True,0.05,0.2,False
12341,Yh3UhoHIMfpw,Yes,Yes,adversarial,True,0.05,0.2,False
18961,YwOFBldBFRNk,No,No,adversarial,True,0.05,0.2,False
7933,YhuMLK0oA3L8,No,No,random,True,0.05,0.2,False
10554,Y3IScngdQA4I,Yes,Yes,popular,True,0.05,0.2,False
18290,YWCYfCfW9NA0,Yes,Yes,random,True,0.05,0.2,False
3247,Y-NsC63dA01g,No,Yes,popular,True,0.05,0.2,False
9210,Y1e98HeU9Vrg,No,Yes,adversarial,True,0.05,0.2,False
1189,YXJba7pTbpD0,No,No,popular,True,0.05,0.2,False
19925,YkagkXkAVPNo,No,No,popular,True,0.05,0.2,False
11368,YMTIF_l_8d4Q,No,No,adversarial,True,0.05,0.2,False
11631,YtaYKM1OSTwE,No,No,random,True,0.05,0.2,False
23668,YoNHCc_izsDE,Yes,Yes,random,True,0.05,0.2,False
22510,Yyrxa6_P2I80,Yes,Yes,random,True,0.05,0.2,False
19848,YpO8kbg9IJnc,Yes,No,adversarial,True,0.05,0.2,False
20649,YBMayJId0X1s,Yes,No,popular,True,0.05,0.2,False
12425,YCYUlLTKoa1Y,No,Yes,adversarial,True,0.05,0.2,False
14720,Yazh_-OkQ-uI,Yes,No,random,True,0.05,0.2,False
1268,YztSjcZNUY7A,Yes,Yes,adversarial,True,0.05,0.2,False
15108,YsJrFyjfrL-g,Yes,No,popular,True,0.05,0.2,False
636,Y14ekd4nkpwc,Yes,No,popular,True,0.05,0.2,False
27811,YHg6HxylRGDo,No,No,random,True,0.05,0.2,False
14564,YriM7b5bJ9KQ,Yes,Yes,random,True,0.05,0.2,False
16058,YemGPabOePzA,Yes,Yes,random,True,0.05,0.2,False
15330,Y-oy0BkpMGAk,Yes,Yes,random,True,0.05,0.2,False
14395,YkVYNXZd0MMY,No,Yes,adversarial,True,0.05,0.2,False
14923,YJp64Whpr3BA,No,No,popular,True,0.05,0.2,False
3816,YdYvL6uEMl6E,No,No,popular,True,0.05,0.2,False
7568,Yvigslb0kClE,Yes,Yes,popular,True,0.05,0.2,False
7119,Y2t82STv2GR8,No,No,random,True,0.05,0.2,False
29713,YndxkSQKxaak,No,Yes,adversarial,True,0.05,0.2,False
8663,YzBXoaQ1GVlc,Yes,No,adversarial,True,0.05,0.2,False
15315,YBLMWD6fxhpo,Yes,No,adversarial,True,0.05,0.2,False
2046,YyVVLq4ao1Ck,Yes,No,adversarial,True,0.05,0.2,False
13192,Y8BPTQO_cx7E,No,Yes,adversarial,True,0.05,0.2,False
14440,Yos_2U4xqTqw,No,No,adversarial,True,0.05,0.2,False
4306,Yh5_1pnkl_SY,No,Yes,random,True,0.05,0.2,False
979,YqZEIs6tS5vk,No,Yes,random,True,0.05,0.2,False
4168,YVQnmlf2OsUg,Yes,Yes,popular,True,0.05,0.2,False
25852,YNtQiduPRiRg,No,Yes,adversarial,True,0.05,0.2,False
5433,YXL8JV9qXGLE,Yes,Yes,random,True,0.05,0.2,False
14235,YwrQDkX0NbTA,No,No,popular,True,0.05,0.2,False
5070,YlJayhiVzl_E,Yes,Yes,adversarial,True,0.05,0.2,False
6147,Y2ymiXjImwGs,No,Yes,adversarial,True,0.05,0.2,False
27424,YK8-b0VtNOqA,Yes,Yes,adversarial,True,0.05,0.2,False
8604,YIvg_q4t-3w0,Yes,Yes,adversarial,True,0.05,0.2,False
21677,Y5ORpSk5CIWc,No,No,random,True,0.05,0.2,False
13487,YgwQMkQmBITE,Yes,Yes,random,True,0.05,0.2,False
10887,YAMQei29haCw,No,No,popular,True,0.05,0.2,False
5798,YOUUckswAaNI,Yes,Yes,adversarial,True,0.05,0.2,False
9161,YnlC4UI4hZ60,No,No,random,True,0.05,0.2,False
16866,YwVi5w_NU6CM,No,No,adversarial,True,0.05,0.2,False
17640,YrbO727iF03I,Yes,Yes,random,True,0.05,0.2,False
19298,YnLtNjMimLE0,Yes,Yes,random,True,0.05,0.2,False
20872,YuY4fe5DT1gI,Yes,Yes,adversarial,True,0.05,0.2,False
462,YSmdj6JFB9MQ,No,Yes,popular,True,0.05,0.2,False
10486,Ygr5Zss89yLQ,Yes,Yes,popular,True,0.05,0.2,False
3210,YOMGHnJV0l2U,Yes,No,popular,True,0.05,0.2,False
22057,YsqWyxUObwkw,No,No,popular,True,0.05,0.2,False
3024,Y-NsC63dA01g,No,Yes,random,True,0.05,0.2,False
27006,Ysl_Pxpc7beo,Yes,Yes,adversarial,True,0.05,0.2,False
1191,YCeRoaEcqUgM,Yes,No,adversarial,True,0.05,0.2,False
14975,YlTfNLKEy1RU,Yes,Yes,random,True,0.05,0.2,False
13250,Yv7BaYF0kagM,Yes,Yes,popular,True,0.05,0.2,False
9966,YARFFw0e_jig,Yes,No,adversarial,True,0.05,0.2,False
22027,YZ7yDwpdGelM,No,No,random,True,0.05,0.2,False
1717,YQvATUKXYFBs,No,No,random,True,0.05,0.2,False
1543,YCefFMA3klxk,No,No,popular,True,0.05,0.2,False
17016,YbA5zPFSFZAA,Yes,No,adversarial,True,0.05,0.2,False
25297,YhqPBcvex1VU,No,No,random,True,0.05,0.2,False
28952,YJHhEjsAkZoc,No,Yes,adversarial,True,0.05,0.2,False
7002,YQARuiRtfy-k,Yes,Yes,adversarial,True,0.05,0.2,False
24910,YgkWd1HugK2w,No,Yes,adversarial,True,0.05,0.2,False
5944,YKtinboYbmHQ,Yes,Yes,random,True,0.05,0.2,False
12278,YdZDgJzGtLLU,Yes,Yes,random,True,0.05,0.2,False
21394,YT9_ep-3BZDY,Yes,Yes,adversarial,True,0.05,0.2,False
16553,YBa92IrXFvJo,Yes,Yes,random,True,0.05,0.2,False
20877,YhFCmq9pCBbM,Yes,Yes,popular,True,0.05,0.2,False
20020,Y096oTVzc5Gs,Yes,No,adversarial,True,0.05,0.2,False
9379,YfrOqlk0Wm5Y,No,Yes,popular,True,0.05,0.2,False
1882,Y31WGUPOYS5g,No,Yes,adversarial,True,0.05,0.2,False
15808,YGIOApFAWDOc,Yes,No,adversarial,True,0.05,0.2,False
29601,YETb9EIQOMAA,Yes,Yes,random,True,0.05,0.2,False
20139,YPvWI4p74UOs,No,Yes,adversarial,True,0.05,0.2,False
675,YyfYNPWs7mWY,No,Yes,adversarial,True,0.05,0.2,False
4554,YXf5LjaE_JQ0,Yes,Yes,random,True,0.05,0.2,False
15098,YIPfaRF76gVU,No,No,adversarial,True,0.05,0.2,False
14023,Yq4YFJA5pFXc,No,No,random,True,0.05,0.2,False
11972,YptIksg9KEac,Yes,Yes,random,True,0.05,0.2,False
20903,Y-CcGuq0yoKo,No,No,adversarial,True,0.05,0.2,False
22350,Y9E8BmPZ9mWc,No,Yes,random,True,0.05,0.2,False
18912,Y-EaZ7EJJUl0,No,No,adversarial,True,0.05,0.2,False
16189,YKOBkbROPv4c,No,No,random,True,0.05,0.2,False
27087,YHkbCUN4V3TU,No,Yes,random,True,0.05,0.2,False
21158,YWUyeFOyKIg0,Yes,Yes,popular,True,0.05,0.2,False
14847,Y86dNVnTwH6U,Yes,Yes,popular,True,0.05,0.2,False
6544,Yjlwe9jtu5Gw,Yes,Yes,popular,True,0.05,0.2,False
20109,Y8Zo30kV5aiI,Yes,Yes,adversarial,True,0.05,0.2,False
4656,YYIqpIjjee00,Yes,Yes,random,True,0.05,0.2,False
9463,YD1Sy7kRoaR8,Yes,Yes,random,True,0.05,0.2,False
15552,YLVvS3s9dFKw,No,Yes,adversarial,True,0.05,0.2,False
5646,YXL8JV9qXGLE,Yes,Yes,adversarial,True,0.05,0.2,False
24514,YIdBDl9Wr51A,Yes,No,adversarial,True,0.05,0.2,False
18247,YZ-SIyOChVh8,Yes,Yes,random,True,0.05,0.2,False
6000,YH7rd9bZtbgc,No,No,adversarial,True,0.05,0.2,False
25349,Y6ZwYgzcN6Is,Yes,No,popular,True,0.05,0.2,False
13695,YMdlEswBfZMQ,Yes,Yes,popular,True,0.05,0.2,False
16681,Y_oKXrY5Ff0g,Yes,Yes,adversarial,True,0.05,0.2,False
9112,Ycr0GiZr0TNY,No,No,adversarial,True,0.05,0.2,False
9006,Yh0M4RS8p_mo,Yes,Yes,random,True,0.05,0.2,False
3255,YhJtOGmN_KVw,No,No,adversarial,True,0.05,0.2,False
14157,Y86dNVnTwH6U,Yes,Yes,random,True,0.05,0.2,False
11471,YMTIF_l_8d4Q,No,No,popular,True,0.05,0.2,False
22994,YTOaQMYc79Mw,Yes,Yes,adversarial,True,0.05,0.2,False
5785,Y9BGLAUSF0sk,No,Yes,popular,True,0.05,0.2,False
24964,YpTJKJxaheI8,Yes,Yes,adversarial,True,0.05,0.2,False
17849,YAR8-MVl_Mf8,No,Yes,popular,True,0.05,0.2,False
26988,Y3qTL7QRk-tg,No,Yes,adversarial,True,0.05,0.2,False
14557,YK2kIOBeCfuo,Yes,No,popular,True,0.05,0.2,False
22527,Y2ceUOv8A3FE,Yes,No,popular,True,0.05,0.2,False
15911,Yoklu5ZJD_2U,No,Yes,adversarial,True,0.05,0.2,False
12467,Yh3UhoHIMfpw,Yes,No,popular,True,0.05,0.2,False
5662,YRp4Ct_TQvAM,Yes,Yes,popular,True,0.05,0.2,False
13994,YWqXFAY4k79s,No,Yes,popular,True,0.05,0.2,False
20321,Y466ucPGoNSQ,Yes,Yes,random,True,0.05,0.2,False
9448,YIJ6pm5Kns8A,No,Yes,popular,True,0.05,0.2,False
19009,YfmEft49sPfE,No,No,random,True,0.05,0.2,False
27120,YrvtA7c1I4xo,Yes,Yes,adversarial,True,0.05,0.2,False
3422,YEQVWhHmT_cE,Yes,Yes,popular,True,0.05,0.2,True
13440,YC8kR19NvynA,Yes,Yes,adversarial,True,0.05,0.2,False
27135,YTSdAJWJ-tW0,Yes,Yes,random,True,0.05,0.2,False
13123,Yv7BaYF0kagM,Yes,Yes,adversarial,True,0.05,0.2,False
7340,YOmmPaIAXN0s,No,No,random,True,0.05,0.2,False
10508,YR4fXcbWFhJg,No,Yes,random,True,0.05,0.2,False
10735,YdmUOSyPXkUw,Yes,Yes,random,True,0.05,0.2,False
25443,YBDpU2Qh77NE,Yes,Yes,adversarial,True,0.05,0.2,False
15966,YGIOApFAWDOc,Yes,No,popular,True,0.05,0.2,False
12710,YTtRtURWVYBE,Yes,Yes,adversarial,True,0.05,0.2,False
6901,YqWYncqPSy9A,No,Yes,adversarial,True,0.05,0.2,False
16291,YpWQeV08kYR0,Yes,Yes,adversarial,True,0.05,0.2,False
1983,Y5QZ0NtdoKJ8,No,No,popular,True,0.05,0.2,False
24938,YSNy_axSCoyw,Yes,Yes,popular,True,0.05,0.2,False
3282,YfGGYeXR_LS8,Yes,No,popular,True,0.05,0.2,False
16063,Yx5AH2gW_8S4,Yes,No,adversarial,True,0.05,0.2,False
23683,Y4pv3w--cRrA,No,Yes,random,True,0.05,0.2,False
15540,Yx5AH2gW_8S4,Yes,Yes,random,True,0.05,0.2,False
2315,Y_w2pA1VeB40,No,No,random,True,0.05,0.2,False
22800,YCMNlIW6Lkwc,No,Yes,adversarial,True,0.05,0.2,False
16194,Y32565FEuksc,Yes,Yes,random,True,0.05,0.2,False
17140,YAR8-MVl_Mf8,No,No,random,True,0.05,0.2,False
19935,YEBCH7TPgiPc,No,Yes,random,True,0.05,0.2,False
3295,YxYwpABpZed4,No,Yes,random,True,0.05,0.2,False
14056,YSNIaYhri76w,Yes,No,random,True,0.05,0.2,False
19147,YS_3aeOvniZc,No,No,adversarial,True,0.05,0.2,False
6389,YEbpOXac13yo,No,Yes,adversarial,True,0.05,0.2,False
6672,YQARuiRtfy-k,Yes,Yes,random,True,0.05,0.2,False
16942,Y2UNuMbxz9ds,No,No,random,True,0.05,0.2,False
22127,YHqndxoujCYI,No,No,popular,True,0.05,0.2,False
28404,Y1WTSW96XP6E,Yes,No,adversarial,True,0.05,0.2,False
4945,YVE6Ku0-ucUM,No,No,popular,True,0.05,0.2,True
27945,YBz9Y5nZK3eo,Yes,Yes,popular,True,0.05,0.2,False
14777,YUV1kdjwpy6U,No,Yes,random,True,0.05,0.2,False
16629,YBzHTqyX69pI,No,No,popular,True,0.05,0.2,False
16796,YlfAFQ0-wDJU,Yes,Yes,random,True,0.05,0.2,False
1076,YqZEIs6tS5vk,No,Yes,popular,True,0.05,0.2,False
30069,YniwgMbB6tpQ,No,No,popular,True,0.05,0.2,False
1810,Yq46VXJ6JN9M,No,No,adversarial,True,0.05,0.2,False
77,YGOD8Bt5LfDE,Yes,Yes,adversarial,True,0.05,0.2,False
12855,YUQtBt6CQpwg,Yes,Yes,adversarial,True,0.05,0.2,False
18365,YrbO727iF03I,Yes,No,popular,True,0.05,0.2,False
10820,Yhmd6pa2e_rs,Yes,No,random,True,0.05,0.2,False
5891,YWmDe2xbnSY4,Yes,Yes,random,True,0.05,0.2,False
7934,Y3VHpLxtd498,Yes,Yes,popular,True,0.05,0.2,False
12716,Y8DLcBdC5UrE,Yes,Yes,random,True,0.05,0.2,False
21688,Yf8WPf5F22xI,Yes,Yes,random,True,0.05,0.2,False
3227,YUCy1BEx8jBE,No,No,random,True,0.05,0.2,False
4681,YSE_3nszEw7o,Yes,No,adversarial,True,0.05,0.2,False
8780,YzBXoaQ1GVlc,Yes,No,popular,True,0.05,0.2,False
6930,YJQz40TkjymY,Yes,Yes,random,True,0.05,0.2,False
26773,Y4ftDFi4684Y,No,No,random,True,0.05,0.2,False
7088,Yvigslb0kClE,Yes,Yes,random,True,0.05,0.2,False
29061,Yt3VFlDiEKgY,Yes,Yes,popular,True,0.05,0.2,False
7284,YuJzAf4PaExI,No,Yes,adversarial,True,0.05,0.2,False
1006,Y4IeDBwyQ9ZQ,No,Yes,adversarial,True,0.05,0.2,False
14760,YBLMWD6fxhpo,Yes,Yes,random,True,0.05,0.2,True
8547,YZBtgrP4vU_w,No,Yes,random,True,0.05,0.2,False
4589,Y9F3sutgYTvo,No,Yes,adversarial,True,0.05,0.2,False
9032,Y3qrVku794u0,Yes,Yes,popular,True,0.05,0.2,False
8080,Yjs4dr5JusdM,No,No,adversarial,True,0.05,0.2,False
8789,YMPLZUg89y5U,Yes,Yes,adversarial,True,0.05,0.2,False
29092,YLF6x7B0Ppvo,No,Yes,adversarial,True,0.05,0.2,False
13802,YPVvi2SDOjVc,Yes,Yes,random,True,0.05,0.2,False
27444,Yorgwzt45ojE,Yes,Yes,popular,True,0.05,0.2,False
9086,Y63KW_EQ72yU,Yes,Yes,random,True,0.05,0.2,False
23078,Y9E8BmPZ9mWc,No,Yes,adversarial,True,0.05,0.2,False
30200,YE9zN3-C64KE,Yes,Yes,adversarial,True,0.05,0.2,False
23612,YCMUuelJFJ7Q,Yes,Yes,popular,True,0.05,0.2,False
4379,Y9F3sutgYTvo,No,Yes,random,True,0.05,0.2,False
11875,Yy1a8PntuXYw,No,No,popular,True,0.05,0.2,False
28092,YR8bHTHnF8j4,No,No,random,True,0.05,0.2,False
28121,YOt0bN_hz2ec,Yes,Yes,popular,True,0.05,0.2,False
22855,Y1a2XWJ8NA_Q,Yes,No,popular,True,0.05,0.2,False
21729,YhiJB_95IWiE,No,Yes,popular,True,0.05,0.2,False
30157,YkLYCjD6vWI4,Yes,Yes,adversarial,True,0.05,0.2,False
2587,YpaetCbEqp2w,Yes,No,popular,True,0.05,0.2,False
21110,Y-CcGuq0yoKo,No,No,popular,True,0.05,0.2,False
7180,YRdC8cviN6Bs,No,No,random,True,0.05,0.2,False
12887,YU3CAjsm1sec,No,Yes,popular,True,0.05,0.2,False
27829,Y1IoHRTUp86c,No,Yes,popular,True,0.05,0.2,False
2218,Ya0yXS7PmVR0,Yes,Yes,popular,True,0.05,0.2,False
17825,YajheseWZmmU,Yes,No,adversarial,True,0.05,0.2,False
22054,YCbe2B6ohBpw,No,No,adversarial,True,0.05,0.2,False
21345,YUAmDLPjNyMg,Yes,Yes,popular,True,0.05,0.2,False
27105,YBrPFQDr99Gg,Yes,Yes,popular,True,0.05,0.2,False
19058,Y1QNLMF-Kl_s,Yes,Yes,adversarial,True,0.05,0.2,False
23780,YxbLW9Wt1Jsg,Yes,Yes,popular,True,0.05,0.2,False
22715,YZ7yDwpdGelM,No,Yes,adversarial,True,0.05,0.2,False
25249,YEUZaxaWqhwg,Yes,Yes,random,True,0.05,0.2,False
11831,YLB6CZ0x-kns,No,No,random,True,0.05,0.2,False
10410,Y6ZFU4PqXmoI,No,No,adversarial,True,0.05,0.2,False
14605,YHqnSyliKTKA,Yes,Yes,random,True,0.05,0.2,False
20434,YUAmDLPjNyMg,Yes,Yes,random,True,0.05,0.2,False
10255,Yd6gu2w19YQo,No,No,popular,True,0.05,0.2,False
327,YtjCNwdOUiGc,Yes,No,popular,True,0.05,0.2,False
30194,YSQHYl2Kp5ww,No,Yes,popular,True,0.05,0.2,False
6152,YWmDe2xbnSY4,Yes,Yes,adversarial,True,0.05,0.2,False
7748,Y6cS0FsUM-cQ,Yes,No,popular,True,0.05,0.2,False
25171,Y3rna9zo5ZOs,Yes,Yes,adversarial,True,0.05,0.2,False
15019,YLVvS3s9dFKw,No,Yes,random,True,0.05,0.2,False
9674,YE3D_z0aoUEg,Yes,No,popular,True,0.05,0.2,False
8038,YL_CNz9Vrtkw,Yes,Yes,random,True,0.05,0.2,False
15310,Y0ury8KHQdL4,No,Yes,adversarial,True,0.05,0.2,False
17456,Y2UNuMbxz9ds,No,Yes,adversarial,True,0.05,0.2,False
8869,YzEM94PH29VQ,No,No,popular,True,0.05,0.2,False
24761,YG3YO2unWz7k,Yes,Yes,adversarial,True,0.05,0.2,False
26962,YtdpiXW68adA,No,No,popular,True,0.05,0.2,False
4831,YCh0LMmhBUg4,No,Yes,adversarial,True,0.05,0.2,False
8301,YBXxlqaDvdaA,No,Yes,popular,True,0.05,0.2,False
5540,Yhzn_wGlzGpU,No,No,popular,True,0.05,0.2,False
25645,YqakN0JNbpcU,Yes,Yes,random,True,0.05,0.2,False
11499,YMTaLknnq4wc,Yes,No,popular,True,0.05,0.2,False
28475,YEY4p0_NJVQs,No,No,random,True,0.05,0.2,False
1338,YdlsiellSFf0,No,Yes,random,True,0.05,0.2,False
27276,Ysl_Pxpc7beo,Yes,Yes,popular,True,0.05,0.2,False
9787,Yy3-M1sonh3M,No,Yes,adversarial,True,0.05,0.2,False
3892,YsqsI2UyrcBQ,No,Yes,adversarial,True,0.05,0.2,False
4965,YHeEa1GZpUGI,Yes,Yes,adversarial,True,0.05,0.2,False
3400,YUCy1BEx8jBE,No,Yes,adversarial,True,0.05,0.2,True
1343,YglAeihz0NAM,No,Yes,popular,True,0.05,0.2,False
22690,YoZaEHkfh5Eg,Yes,No,adversarial,True,0.05,0.2,False
30517,YE9zN3-C64KE,Yes,Yes,popular,True,0.05,0.2,False
28100,YMtK8L8gXRrI,No,Yes,adversarial,True,0.05,0.2,False
26424,YfPqj3nnwQOI,Yes,Yes,popular,True,0.05,0.2,False
29618,YEY4p0_NJVQs,No,Yes,popular,True,0.05,0.2,False
2096,Ya0yXS7PmVR0,Yes,Yes,random,True,0.05,0.2,False
13578,Y3kBlVLkN0zo,No,No,random,True,0.05,0.2,False
3053,YfGGYeXR_LS8,Yes,No,random,True,0.05,0.2,False
29308,YmGa2JgAiKV8,No,Yes,random,True,0.05,0.2,False
4592,YCh0LMmhBUg4,No,Yes,random,True,0.05,0.2,False
22380,YFlk-X0gwjF4,Yes,Yes,popular,True,0.05,0.2,False
25596,Yq1ivQ_2fddk,No,No,random,True,0.05,0.2,False
27167,YI_8KqxP5xOA,No,No,adversarial,True,0.05,0.2,False
6803,Y0Rpjl1AO-P0,Yes,Yes,popular,True,0.05,0.2,False
7775,YHVz-FJBf_iM,Yes,Yes,random,True,0.05,0.2,False
20594,Y3XuyGJqaXv8,No,Yes,random,True,0.05,0.2,False
15922,YljrL7Cb-jr8,Yes,Yes,random,True,0.05,0.2,False
8924,YJZloTOdIY_c,Yes,Yes,random,True,0.05,0.2,False
12697,Y7XXSOzDQ2z0,No,Yes,adversarial,True,0.05,0.2,False
24642,YQoEal_hKz4Q,No,Yes,random,True,0.05,0.2,False
18585,Ygf6H_MWCqjw,No,No,adversarial,True,0.05,0.2,False
23895,YLvMA1Wcgu3w,No,Yes,adversarial,True,0.05,0.2,False
7294,Y6cS0FsUM-cQ,Yes,Yes,random,True,0.05,0.2,False
18877,YWCYfCfW9NA0,Yes,No,adversarial,True,0.05,0.2,False
2473,YBlbGXalLNVU,Yes,Yes,random,True,0.05,0.2,False
6097,YEbpOXac13yo,No,Yes,random,True,0.05,0.2,False
23896,Yk1QxQ4jJaEQ,Yes,Yes,random,True,0.05,0.2,False
4916,Yl5KdHAWwJCw,Yes,No,popular,True,0.05,0.2,False
21796,YAj_VMUSNjNM,Yes,Yes,random,True,0.05,0.2,False
17228,YkHIe4CfaccQ,Yes,No,adversarial,True,0.05,0.2,False
9589,YE3Q1jfTeuWs,No,No,adversarial,True,0.05,0.2,False
21477,Y-mb4Fw4Z0xg,No,No,random,True,0.05,0.2,False
13035,Y6TO9PEGpZcQ,Yes,Yes,popular,True,0.05,0.2,False
27830,YggN4-K5AgoM,Yes,Yes,random,True,0.05,0.2,False
6535,Y35b9BSmN5JM,Yes,Yes,adversarial,True,0.05,0.2,False
16971,YI_vN_BFUr0Y,No,No,popular,True,0.05,0.2,False
19642,YwFiCblfZ-vg,Yes,Yes,adversarial,True,0.05,0.2,False
10667,YErxgH5g3Kx0,No,No,adversarial,True,0.05,0.2,False
25613,YLP_DzNUkAKY,Yes,Yes,adversarial,True,0.05,0.2,False
1947,YkEP-BwMarf8,No,Yes,random,True,0.05,0.2,False
9911,Yir1XTdyt4IY,Yes,No,popular,True,0.05,0.2,False
23556,Y3ndid3jni7M,No,Yes,adversarial,True,0.05,0.2,False
19534,YPvWI4p74UOs,No,No,random,True,0.05,0.2,False
12768,Yo7-X8DAToGc,Yes,No,popular,True,0.05,0.2,False
6708,Ybpv_LneHmfU,No,Yes,adversarial,True,0.05,0.2,False
