entry_id,audio_index,label,response,sampling_method,vsv_enabled,vsv_lambda,aad_enabled,aad_alpha
4014,Y9ucb5HYO8ps,Yes,Yes,random,False,0.0,True,1.0
13058,Y6cyKp3EDm-0,Yes,No,adversarial,False,0.0,True,1.0
15101,Y0_ogYGDGDco,Yes,Yes,random,False,0.0,True,1.0
25525,YFi4-IqJo2xQ,No,No,adversarial,False,0.0,True,1.0
30105,YrINmxSXMR-s,Yes,No,adversarial,False,0.0,True,1.0
4591,Yh5_1pnkl_SY,No,Yes,popular,False,0.0,True,1.0
5785,Y9BGLAUSF0sk,No,Yes,popular,False,0.0,True,1.0
12201,YPkmpxrsidZM,No,Yes,random,False,0.0,True,1.0
4618,Yl5KdHAWwJCw,Yes,Yes,random,False,0.0,True,1.0
5086,YrgrmLLhxoCQ,No,No,random,False,0.0,True,1.0
10711,Ydkiwn2FdDVw,No,Yes,adversarial,False,0.0,True,1.0
28081,YDjKGzOe_COc,Yes,Yes,adversarial,False,0.0,True,1.0
2672,YonBZOH88OYs,Yes,Yes,random,False,0.0,True,1.0
28676,Y1WTSW96XP6E,Yes,No,popular,False,0.0,True,1.0
10841,YMTIF_l_8d4Q,No,No,random,False,0.0,True,1.0
29853,YXWw7ZM1c_QA,Yes,No,adversarial,False,0.0,True,1.0
19407,YOxUVcZmeiyI,No,No,adversarial,False,0.0,True,1.0
21930,YL6rnV0oNIII,Yes,No,adversarial,False,0.0,True,1.0
13440,YC8kR19NvynA,Yes,Yes,adversarial,False,0.0,True,1.0
14347,YPVvi2SDOjVc,Yes,No,adversarial,False,0.0,True,1.0
12278,YdZDgJzGtLLU,Yes,Yes,random,False,0.0,True,1.0
26910,Y5OM3tJh51pE,Yes,Yes,random,False,0.0,True,1.0
16030,YpuZL08fzpXk,No,Yes,adversarial,False,0.0,True,1.0
30037,Yii3Geza3hAU,Yes,Yes,popular,False,0.0,True,1.0
14222,YtxeXrpoMST4,No,No,adversarial,False,0.0,True,1.0
30099,YoN0IcZaHD_8,No,No,random,False,0.0,True,1.0
8363,YU90e2P9jy30,Yes,Yes,random,False,0.0,True,1.0
3112,YUmNrhFKpWIY,Yes,Yes,random,False,0.0,True,1.0
11048,YjXkLS_QzUrI,No,No,popular,False,0.0,True,1.0
16540,YTSnq6n8tElo,Yes,Yes,adversarial,False,0.0,True,1.0
25072,Yyau2WIRkxb8,No,Yes,adversarial,False,0.0,True,1.0
3892,YsqsI2UyrcBQ,No,Yes,adversarial,False,0.0,True,1.0
15523,YIhvXtS9-IxM,Yes,Yes,popular,False,0.0,True,1.0
1560,YKnXNy5Q6YS4,Yes,No,adversarial,False,0.0,True,1.0
11443,Yhmd6pa2e_rs,Yes,No,popular,False,0.0,True,1.0
23182,YW4GEwnXc9tQ,Yes,Yes,random,False,0.0,True,1.0
17594,YeRU-rABp8nk,Yes,Yes,random,False,0.0,True,1.0
3024,Y-NsC63dA01g,No,Yes,random,False,0.0,True,1.0
21016,YDn3buZWMzwY,No,No,random,False,0.0,True,1.0
24037,Y9MgGaTbmc6g,No,No,adversarial,False,0.0,True,1.0
20827,Ya3GzZKxUTy8,Yes,Yes,random,False,0.0,True,1.0
27977,Y3hzy-FL24no,Yes,No,popular,False,0.0,True,1.0
2748,Yc0V_HAul7rI,Yes,Yes,popular,False,0.0,True,1.0
934,YK_Vre_-4KqU,No,No,popular,False,0.0,True,1.0
17303,YlfAFQ0-wDJU,Yes,No,adversarial,False,0.0,True,1.0
14083,YXPebkNzsnRI,No,Yes,popular,False,0.0,True,1.0
13229,Y1N_DtRpdAp8,No,No,popular,False,0.0,True,1.0
13303,Y_C2HinL8VlM,No,Yes,adversarial,False,0.0,True,1.0
15625,YKSHpYhuTotY,No,Yes,popular,False,0.0,True,1.0
24839,Y8nUqSYC66mI,No,No,adversarial,False,0.0,True,1.0
25097,Y6ZwYgzcN6Is,Yes,Yes,adversarial,False,0.0,True,1.0
867,Y9HVgYs8OOLc,Yes,No,popular,False,0.0,True,1.0
20694,YhVUmQfBIYe8,Yes,Yes,popular,False,0.0,True,1.0
5101,YVeCSHwtkBZU,Yes,Yes,random,False,0.0,True,1.0
9359,YIJ6pm5Kns8A,No,Yes,adversarial,False,0.0,True,1.0
27487,Y0AsXkZkqelg,No,Yes,random,False,0.0,True,1.0
28385,YMtK8L8gXRrI,No,Yes,popular,False,0.0,True,1.0
11747,Y3xDZ-kdGE3o,Yes,No,popular,False,0.0,True,1.0
4478,Y2JutOgAnqWA,Yes,Yes,random,False,0.0,True,1.0
24082,YlX3k5p2I_g0,Yes,Yes,adversarial,False,0.0,True,1.0
15828,Y5G6b_QWL3nY,No,Yes,adversarial,False,0.0,True,1.0
9161,YnlC4UI4hZ60,No,No,random,False,0.0,True,1.0
1195,YztSjcZNUY7A,Yes,Yes,random,False,0.0,True,1.0
2927,YWWkhzcmx3VE,Yes,Yes,adversarial,False,0.0,True,1.0
10827,YTwR8BA6buMI,No,No,adversarial,False,0.0,True,1.0
1840,Y31WGUPOYS5g,No,No,random,False,0.0,True,1.0
22510,Yyrxa6_P2I80,Yes,Yes,random,False,0.0,True,1.0
25321,Yyau2WIRkxb8,No,No,popular,False,0.0,True,1.0
16250,YpCQEWAFGEjc,No,Yes,popular,False,0.0,True,1.0
6930,YJQz40TkjymY,Yes,Yes,random,False,0.0,True,1.0
18751,Ye6jSpvTvfJ0,Yes,Yes,popular,False,0.0,True,1.0
23907,Y2msevPMQB4M,Yes,Yes,popular,False,0.0,True,1.0
4726,Y2JutOgAnqWA,Yes,Yes,adversarial,False,0.0,True,1.0
15500,YUV1kdjwpy6U,No,No,popular,False,0.0,True,1.0
21186,YwAZrOPvul4Y,Yes,Yes,adversarial,False,0.0,True,1.0
11279,YeUecAF626A8,No,Yes,adversarial,False,0.0,True,1.0
25804,YtB8TiiXwKmA,Yes,Yes,random,False,0.0,True,1.0
29980,YbLZFtoWXYTA,Yes,No,popular,False,0.0,True,1.0
19384,YSZ6CcXINiiE,Yes,No,popular,False,0.0,True,1.0
18463,YzwoqJY03yHE,No,No,adversarial,False,0.0,True,1.0
12655,Y8BPTQO_cx7E,No,No,random,False,0.0,True,1.0
24283,Yyau2WIRkxb8,No,No,random,False,0.0,True,1.0
2758,YAbplcXwXnvE,Yes,Yes,adversarial,False,0.0,True,1.0
3457,YalaxBd_EEUc,No,No,adversarial,False,0.0,True,1.0
27945,YBz9Y5nZK3eo,Yes,Yes,popular,False,0.0,True,1.0
16829,YPTyFYxXdut4,No,No,popular,False,0.0,True,1.0
4461,Y_iUX8CibElk,No,Yes,random,False,0.0,True,1.0
20232,Y096oTVzc5Gs,Yes,Yes,popular,False,0.0,True,1.0
12035,Ytpm5IOD5d4o,Yes,Yes,adversarial,False,0.0,True,1.0
16275,YnD1K1Zo0qrM,No,No,adversarial,False,0.0,True,1.0
23403,YjinJkonlrWc,Yes,No,adversarial,False,0.0,True,1.0
1289,YH-vTZh81qAU,No,Yes,random,False,0.0,True,1.0
20254,YWUyeFOyKIg0,Yes,Yes,random,False,0.0,True,1.0
12521,YptIksg9KEac,Yes,Yes,adversarial,False,0.0,True,1.0
23078,Y9E8BmPZ9mWc,No,Yes,adversarial,False,0.0,True,1.0
18493,Y1_z6NcidGzM,Yes,No,adversarial,False,0.0,True,1.0
8025,YD9GHUPGWsV0,No,No,popular,False,0.0,True,1.0
17430,YkHIe4CfaccQ,Yes,No,popular,False,0.0,True,1.0
30599,YOFVzrakJhbw,Yes,No,popular,False,0.0,True,1.0
16921,Y32565FEuksc,Yes,No,popular,False,0.0,True,1.0
3437,YUCy1BEx8jBE,No,Yes,popular,False,0.0,True,1.0
4405,Y7P6lcyeDKNI,Yes,Yes,random,False,0.0,True,1.0
9009,YZBtgrP4vU_w,No,No,popular,False,0.0,True,1.0
5171,YLs2vrr9TamU,Yes,No,adversarial,False,0.0,True,1.0
7933,YhuMLK0oA3L8,No,No,random,False,0.0,True,1.0
2943,Yu9px4Lwv9XI,No,No,adversarial,False,0.0,True,1.0
11166,Yn74IYuCe_ms,No,No,adversarial,False,0.0,True,1.0
7941,YD9GHUPGWsV0,No,No,adversarial,False,0.0,True,1.0
20438,YPZBUdlKwX04,No,Yes,popular,False,0.0,True,1.0
24039,Y9z2OwpftxUE,No,No,popular,False,0.0,True,1.0
13412,YNi3dIj90Oa4,No,No,random,False,0.0,True,1.0
15409,YhpDltmawxIM,No,No,popular,False,0.0,True,1.0
7616,YzoctgurhvHE,Yes,Yes,popular,False,0.0,True,1.0
3413,YF7QtqKtllK0,Yes,Yes,adversarial,False,0.0,True,1.0
2735,YL2dyilgQ8iM,No,Yes,random,False,0.0,True,1.0
1605,YcPiSd5nJLrI,No,Yes,adversarial,False,0.0,True,1.0
15647,YLCwSUVuTyvg,Yes,No,popular,False,0.0,True,1.0
20930,Y6CDl4CqOgMg,Yes,Yes,random,False,0.0,True,1.0
7724,Y5eSRL3PRHzo,Yes,Yes,random,False,0.0,True,1.0
6042,Y0rSETXszQM0,No,No,random,False,0.0,True,1.0
16558,YPO8Nu3F8mkA,No,Yes,adversarial,False,0.0,True,1.0
19233,Y1QNLMF-Kl_s,Yes,Yes,popular,False,0.0,True,1.0
16942,Y2UNuMbxz9ds,No,No,random,False,0.0,True,1.0
22607,Y5ORpSk5CIWc,No,No,popular,False,0.0,True,1.0
25140,YmaVYiednkSg,Yes,Yes,random,False,0.0,True,1.0
9911,Yir1XTdyt4IY,Yes,No,popular,False,0.0,True,1.0
29752,YniwgMbB6tpQ,No,No,adversarial,False,0.0,True,1.0
7486,YOTLtzk0W4zg,No,Yes,random,False,0.0,True,1.0
6787,YXrJcmftCY04,No,Yes,random,False,0.0,True,1.0
16640,YIFRmbxWK8u0,Yes,Yes,random,False,0.0,True,1.0
23459,Yyrxa6_P2I80,Yes,Yes,popular,False,0.0,True,1.0
2510,YRNBoH2LHQEM,No,No,adversarial,False,0.0,True,1.0
2084,Ylh801oHGtD4,Yes,No,adversarial,False,0.0,True,1.0
16509,YhDMHIDJdfDA,No,No,popular,False,0.0,True,1.0
18823,YbQNX7vDalQw,No,No,popular,False,0.0,True,1.0
5223,YzIgGMlZENTs,Yes,Yes,adversarial,False,0.0,True,1.0
14487,YeNG6fEiAE8c,Yes,No,adversarial,False,0.0,True,1.0
21687,Y8IdCiapDYCU,Yes,Yes,adversarial,False,0.0,True,1.0
24511,Yy-RSojxgkDo,Yes,Yes,random,False,0.0,True,1.0
2794,YAbplcXwXnvE,Yes,Yes,popular,False,0.0,True,1.0
14752,Y0ury8KHQdL4,No,Yes,random,False,0.0,True,1.0
17389,YNwoBDrTlbTI,No,No,adversarial,False,0.0,True,1.0
26250,YMSziND26UTA,Yes,No,popular,False,0.0,True,1.0
3145,YxBZnvfniA1c,No,Yes,random,False,0.0,True,1.0
14847,Y86dNVnTwH6U,Yes,Yes,popular,False,0.0,True,1.0
15029,YdJYO3RbBabE,Yes,Yes,adversarial,False,0.0,True,1.0
17059,YQ87LBiwJjTE,Yes,Yes,random,False,0.0,True,1.0
14697,YhpDltmawxIM,No,Yes,random,False,0.0,True,1.0
6012,YbygBWUkpaC8,Yes,No,popular,False,0.0,True,1.0
25290,Y_9mgOkzm-xg,No,Yes,adversarial,False,0.0,True,1.0
26403,YEfk5kdn9lR8,No,Yes,popular,False,0.0,True,1.0
19561,YSL3wB5sDcdw,Yes,Yes,adversarial,False,0.0,True,1.0
13135,YrN2rpLV3brs,No,No,adversarial,False,0.0,True,1.0
2178,YCO6-i8NLbeo,No,Yes,random,False,0.0,True,1.0
16769,YlTJLvSvjUZk,No,No,random,False,0.0,True,1.0
14242,Y3fomsZXG3aM,Yes,Yes,random,False,0.0,True,1.0
11412,Y2KR0C5ysO8o,No,No,adversarial,False,0.0,True,1.0
23590,YLvhvAA11oxE,No,Yes,popular,False,0.0,True,1.0
25133,Yn-JyOqYSLQM,No,No,random,False,0.0,True,1.0
9720,YAagLJkfrFMk,Yes,Yes,random,False,0.0,True,1.0
17101,Y7WkB6pflr6o,Yes,Yes,popular,False,0.0,True,1.0
30135,YmGa2JgAiKV8,No,Yes,adversarial,False,0.0,True,1.0
13279,YrN2rpLV3brs,No,No,popular,False,0.0,True,1.0
2852,Y3wV3ST-c4PE,No,No,adversarial,False,0.0,True,1.0
29542,Yjj2RyNDj7no,Yes,Yes,adversarial,False,0.0,True,1.0
26643,YpHYkWkZ4guE,No,Yes,adversarial,False,0.0,True,1.0
5356,YYqYCDis3EUA,No,No,random,False,0.0,True,1.0
23637,YyRoKi7rhSRo,No,Yes,adversarial,False,0.0,True,1.0
9850,YawxrHOpt-sE,Yes,No,popular,False,0.0,True,1.0
15426,Y1Uh74_rZ72k,Yes,No,adversarial,False,0.0,True,1.0
620,Y14ekd4nkpwc,Yes,No,adversarial,False,0.0,True,1.0
16189,YKOBkbROPv4c,No,No,random,False,0.0,True,1.0
26189,YmaVYiednkSg,Yes,Yes,popular,False,0.0,True,1.0
14950,YCvNAwby6Xos,No,Yes,adversarial,False,0.0,True,1.0
22012,Y1L_OyngNZMA,No,No,adversarial,False,0.0,True,1.0
27291,Y1FNJbN-eHY4,Yes,Yes,random,False,0.0,True,1.0
25612,Yg_P29ucKj78,Yes,Yes,popular,False,0.0,True,1.0
25852,YNtQiduPRiRg,No,Yes,adversarial,False,0.0,True,1.0
23521,YFJkvAMLmejY,Yes,Yes,random,False,0.0,True,1.0
10045,YWq4OD3olO2w,No,No,popular,False,0.0,True,1.0
3364,Y41D0yXSBqfI,Yes,Yes,random,False,0.0,True,1.0
27836,YXQxIXaX_7M0,Yes,No,popular,False,0.0,True,1.0
13419,Y_C2HinL8VlM,No,No,popular,False,0.0,True,1.0
30167,YXWw7ZM1c_QA,Yes,Yes,popular,False,0.0,True,1.0
25795,YPRUfwpmYwJ8,No,No,adversarial,False,0.0,True,1.0
2952,YL2dyilgQ8iM,No,No,popular,False,0.0,True,1.0
23152,YLBe33dw9ezg,No,No,popular,False,0.0,True,1.0
927,Y9ZZHvwaH-CU,Yes,Yes,popular,False,0.0,True,1.0
14622,YSNIaYhri76w,Yes,Yes,adversarial,False,0.0,True,1.0
4325,Y9XqkKuTqEOM,No,No,adversarial,False,0.0,True,1.0
3518,YGSHcgY6ATkQ,Yes,Yes,popular,False,0.0,True,1.0
13578,Y3kBlVLkN0zo,No,No,random,False,0.0,True,1.0
4439,YQHfyKaOHSz4,No,No,random,False,0.0,True,1.0
23951,YnuZEAuAl8hQ,Yes,No,popular,False,0.0,True,1.0
1133,YCeRoaEcqUgM,Yes,Yes,random,False,0.0,True,1.0
11994,Y5ye0X5saadg,No,Yes,popular,False,0.0,True,1.0
6360,YfwhkCnOeyC0,Yes,Yes,adversarial,False,0.0,True,1.0
1601,YFA11v4SmdBc,No,No,random,False,0.0,True,1.0
2005,YkEP-BwMarf8,No,Yes,adversarial,False,0.0,True,1.0
27181,Yorgwzt45ojE,Yes,No,adversarial,False,0.0,True,1.0
512,Yu84FiZ_omhA,Yes,Yes,popular,False,0.0,True,1.0
21600,Y6CDl4CqOgMg,Yes,Yes,adversarial,False,0.0,True,1.0
8103,Y5eSRL3PRHzo,Yes,No,adversarial,False,0.0,True,1.0
5160,YXplKBvZaHXA,Yes,Yes,random,False,0.0,True,1.0
31005,YJsoBpL86R5U,Yes,No,adversarial,False,0.0,True,1.0
23333,YLvhvAA11oxE,No,No,adversarial,False,0.0,True,1.0
23644,Y2msevPMQB4M,Yes,Yes,adversarial,False,0.0,True,1.0
26135,Yy_OyLW9lBXU,No,No,random,False,0.0,True,1.0
10049,Y0fMXnvD38zI,No,No,random,False,0.0,True,1.0
4969,YYIqpIjjee00,Yes,No,popular,False,0.0,True,1.0
21521,Ya3GzZKxUTy8,Yes,No,adversarial,False,0.0,True,1.0
29721,Yii3Geza3hAU,Yes,Yes,adversarial,False,0.0,True,1.0
13330,YAWGnTI0e2Fs,Yes,Yes,adversarial,False,0.0,True,1.0
30228,Y8o-Y4QP8LWs,No,Yes,adversarial,False,0.0,True,1.0
18872,YY3lNEe-ZGF0,No,No,popular,False,0.0,True,1.0
26150,Yp9qRTh4BmSE,Yes,Yes,random,False,0.0,True,1.0
24139,YLvMA1Wcgu3w,No,No,popular,False,0.0,True,1.0
6000,YH7rd9bZtbgc,No,No,adversarial,False,0.0,True,1.0
8038,YL_CNz9Vrtkw,Yes,Yes,random,False,0.0,True,1.0
13296,YN_s9F4CI_98,Yes,Yes,random,False,0.0,True,1.0
19497,Y4YodC6RnplI,Yes,No,adversarial,False,0.0,True,1.0
11753,YRfGapDlAYoQ,No,No,popular,False,0.0,True,1.0
18916,Y4YodC6RnplI,Yes,Yes,random,False,0.0,True,1.0
2639,Y1nUOGZgSzZo,No,Yes,adversarial,False,0.0,True,1.0
5281,Y1GgEpRZDWN0,No,Yes,adversarial,False,0.0,True,1.0
7627,YJBWJQCS4SvA,No,Yes,random,False,0.0,True,1.0
2138,Y9U8COLzEegs,Yes,No,adversarial,False,0.0,True,1.0
31315,YbhlhcGONisM,No,Yes,popular,False,0.0,True,1.0
14735,Y-aYumc8KoXg,No,No,adversarial,False,0.0,True,1.0
14864,Y1Uh74_rZ72k,Yes,Yes,random,False,0.0,True,1.0
242,YYNDKuNINDOY,Yes,Yes,random,False,0.0,True,1.0
30109,Y30D1tqNFHMc,Yes,Yes,random,False,0.0,True,1.0
22427,YCBwXKOpJY_o,Yes,Yes,random,False,0.0,True,1.0
24503,YFJkvAMLmejY,Yes,Yes,popular,False,0.0,True,1.0
12657,YCchRf2jq6fc,No,Yes,popular,False,0.0,True,1.0
15098,YIPfaRF76gVU,No,No,adversarial,False,0.0,True,1.0
25645,YqakN0JNbpcU,Yes,Yes,random,False,0.0,True,1.0
28923,YggN4-K5AgoM,Yes,No,popular,False,0.0,True,1.0
14063,YgwQMkQmBITE,Yes,Yes,adversarial,False,0.0,True,1.0
18197,YZY4aGEniU_E,No,Yes,adversarial,False,0.0,True,1.0
21167,YYH4qi8Ul6v0,Yes,Yes,random,False,0.0,True,1.0
9032,Y3qrVku794u0,Yes,Yes,popular,False,0.0,True,1.0
14262,YC_ga5m6nOhI,Yes,No,popular,False,0.0,True,1.0
24252,Y9vZDsGjyh5M,Yes,No,popular,False,0.0,True,1.0
15348,YUV1kdjwpy6U,No,No,adversarial,False,0.0,True,1.0
24185,YjYPU6aSDo88,Yes,Yes,adversarial,False,0.0,True,1.0
24389,Yeu5bq0A3XVQ,No,Yes,popular,False,0.0,True,1.0
3603,YJ0yeFeKvIt8,No,Yes,adversarial,False,0.0,True,1.0
21305,YFf8bCCJfVX4,No,Yes,popular,False,0.0,True,1.0
7553,YRdC8cviN6Bs,No,No,adversarial,False,0.0,True,1.0
29710,Ylq9RvAA4mqY,No,Yes,random,False,0.0,True,1.0
16125,YZNEZLlDVgrE,Yes,Yes,adversarial,False,0.0,True,1.0
26466,YZTYAQBnU4GM,No,No,popular,False,0.0,True,1.0
16291,YpWQeV08kYR0,Yes,Yes,adversarial,False,0.0,True,1.0
7102,Y2ErfX6ZT5pM,No,Yes,adversarial,False,0.0,True,1.0
11691,YrvDcg9DoNKA,No,No,random,False,0.0,True,1.0
13479,YtIM-H2rdq8U,No,Yes,adversarial,False,0.0,True,1.0
5004,Y79XDcI6xZm0,Yes,Yes,adversarial,False,0.0,True,1.0
31207,YoN0IcZaHD_8,No,No,popular,False,0.0,True,1.0
24827,Yr2KhpX_QgXA,No,Yes,random,False,0.0,True,1.0
30629,Y2ABngPM3raQ,Yes,No,adversarial,False,0.0,True,1.0
17228,YkHIe4CfaccQ,Yes,No,adversarial,False,0.0,True,1.0
13039,YNeZerAPXR-A,No,Yes,adversarial,False,0.0,True,1.0
30423,YrINmxSXMR-s,Yes,No,popular,False,0.0,True,1.0
6743,Y2ErfX6ZT5pM,No,Yes,random,False,0.0,True,1.0
27503,Y6ukYSXzfEgQ,Yes,Yes,random,False,0.0,True,1.0
10274,YAagLJkfrFMk,Yes,No,popular,False,0.0,True,1.0
7386,YbmEF-c-M174,Yes,No,random,False,0.0,True,1.0
11128,Y3xDZ-kdGE3o,Yes,Yes,random,False,0.0,True,1.0
7011,YlmPMhs-9IYE,Yes,No,random,False,0.0,True,1.0
28328,Y6ukYSXzfEgQ,Yes,No,adversarial,False,0.0,True,1.0
26931,Ygbi6MxPf3hA,Yes,Yes,popular,False,0.0,True,1.0
20465,Y5I8lmN8rwDM,No,No,adversarial,False,0.0,True,1.0
6606,Y35b9BSmN5JM,Yes,No,popular,False,0.0,True,1.0
19431,YkXjzsroVTtw,Yes,No,adversarial,False,0.0,True,1.0
4942,Y4SZ7JXDCNps,No,No,random,False,0.0,True,1.0
12078,Y9xoYx3lTJ9I,No,Yes,adversarial,False,0.0,True,1.0
6147,YyhDw7PZje3g,No,No,random,False,0.0,True,1.0
9124,Y-NrFeH-kBSM,Yes,Yes,random,False,0.0,True,1.0
19783,Y8VOibo9Q_Dc,Yes,No,adversarial,False,0.0,True,1.0
27744,Ys_EWjoiVfzo,Yes,No,adversarial,False,0.0,True,1.0
2937,YDt53UZgyznE,No,No,random,False,0.0,True,1.0
23198,Y8ipe6b1LwHQ,No,No,adversarial,False,0.0,True,1.0
1854,YKtTLsveexOg,Yes,Yes,random,False,0.0,True,1.0
16655,Yi2yhbckq3p0,No,Yes,random,False,0.0,True,1.0
18729,Y5YzNSjmZ3Wg,No,No,random,False,0.0,True,1.0
18835,YkXjzsroVTtw,Yes,Yes,random,False,0.0,True,1.0
11341,Y2RjqBRzmxaM,No,No,popular,False,0.0,True,1.0
22416,Y1ed87LLY97k,No,Yes,adversarial,False,0.0,True,1.0
7409,YhGWarNR6xmg,No,Yes,adversarial,False,0.0,True,1.0
12114,YzFzPOsOKog4,Yes,Yes,adversarial,False,0.0,True,1.0
14524,YMjSegUnQXr4,No,Yes,adversarial,False,0.0,True,1.0
14720,Yazh_-OkQ-uI,Yes,No,random,False,0.0,True,1.0
26776,Y4YMXgLFcR94,Yes,Yes,popular,False,0.0,True,1.0
22302,YTOaQMYc79Mw,Yes,Yes,random,False,0.0,True,1.0
16864,Yq3SEOW2m4WY,Yes,Yes,random,False,0.0,True,1.0
23366,YVkbp8VmL3pM,No,No,popular,False,0.0,True,1.0
10038,YfK4QBQZ6i7w,Yes,No,adversarial,False,0.0,True,1.0
13900,Yos_2U4xqTqw,No,Yes,random,False,0.0,True,1.0
21477,Y-mb4Fw4Z0xg,No,No,random,False,0.0,True,1.0
14827,Y1OyEgzXCkYE,No,No,popular,False,0.0,True,1.0
13815,YpPLisQ_QXxw,Yes,Yes,popular,False,0.0,True,1.0
4697,Y_iUX8CibElk,No,Yes,adversarial,False,0.0,True,1.0
9463,YD1Sy7kRoaR8,Yes,Yes,random,False,0.0,True,1.0
18564,YS_3aeOvniZc,No,No,random,False,0.0,True,1.0
21197,YHqndxoujCYI,No,Yes,random,False,0.0,True,1.0
946,YqeSl7YZAfs4,Yes,Yes,adversarial,False,0.0,True,1.0
2616,YK03ydb1uaoQ,Yes,Yes,popular,False,0.0,True,1.0
4013,Y3MoF8myFs8Y,No,Yes,popular,False,0.0,True,1.0
21110,Y-CcGuq0yoKo,No,No,popular,False,0.0,True,1.0
13241,Yb1PXsfgQw5w,No,Yes,random,False,0.0,True,1.0
10293,YAMQei29haCw,No,Yes,random,False,0.0,True,1.0
7180,YRdC8cviN6Bs,No,No,random,False,0.0,True,1.0
21165,YQt0_xTadAT0,No,No,popular,False,0.0,True,1.0
12716,Y8DLcBdC5UrE,Yes,Yes,random,False,0.0,True,1.0
403,Y_xylo5_IiaM,No,Yes,popular,False,0.0,True,1.0
24041,Yram-QPKSQYc,No,No,random,False,0.0,True,1.0
24073,Y8nUqSYC66mI,No,No,random,False,0.0,True,1.0
1797,YQvATUKXYFBs,No,No,popular,False,0.0,True,1.0
13151,YNeZerAPXR-A,No,Yes,popular,False,0.0,True,1.0
24137,YgkWd1HugK2w,No,Yes,random,False,0.0,True,1.0
1947,YkEP-BwMarf8,No,Yes,random,False,0.0,True,1.0
30715,Y7upINC4seBw,No,No,popular,False,0.0,True,1.0
28675,YV8A0VRGdgwM,No,Yes,adversarial,False,0.0,True,1.0
12579,Yv7BaYF0kagM,Yes,Yes,random,False,0.0,True,1.0
29768,Y--0w1YA1Hm4,No,No,popular,False,0.0,True,1.0
29005,YxnVqvc7N7Po,Yes,Yes,popular,False,0.0,True,1.0
16194,Y32565FEuksc,Yes,Yes,random,False,0.0,True,1.0
4345,YZYWCwfCkBp4,Yes,No,popular,False,0.0,True,1.0
22231,Ym_NCf-q4Gn0,Yes,Yes,adversarial,False,0.0,True,1.0
10255,Yd6gu2w19YQo,No,No,popular,False,0.0,True,1.0
10319,YAKHZMg9ba30,Yes,Yes,random,False,0.0,True,1.0
4893,YYIqpIjjee00,Yes,Yes,adversarial,False,0.0,True,1.0
18804,YwnqUgK_-fo4,Yes,Yes,popular,False,0.0,True,1.0
1300,YztSjcZNUY7A,Yes,Yes,popular,False,0.0,True,1.0
28646,YBoe3MeEpn_c,No,Yes,popular,False,0.0,True,1.0
341,YyL3gKa6YLoM,No,Yes,random,False,0.0,True,1.0
3816,YdYvL6uEMl6E,No,No,popular,False,0.0,True,1.0
6668,Yu8bQf0SnCVI,No,No,random,False,0.0,True,1.0
26672,Yq1ivQ_2fddk,No,Yes,popular,False,0.0,True,1.0
13452,YAWGnTI0e2Fs,Yes,No,popular,False,0.0,True,1.0
2215,YEYTz1LPDHsc,No,Yes,random,False,0.0,True,1.0
9468,YJfaj4P3us9M,No,Yes,adversarial,False,0.0,True,1.0
10227,Y7-HCqJFwHoI,Yes,No,popular,False,0.0,True,1.0
4589,Y9F3sutgYTvo,No,Yes,adversarial,False,0.0,True,1.0
23938,YHxZADVzNIqs,No,Yes,adversarial,False,0.0,True,1.0
2033,Ylh801oHGtD4,Yes,No,random,False,0.0,True,1.0
15922,YljrL7Cb-jr8,Yes,Yes,random,False,0.0,True,1.0
29269,YrINmxSXMR-s,Yes,Yes,random,False,0.0,True,1.0
8344,Yf2fSxfvmkZQ,No,Yes,random,False,0.0,True,1.0
22499,Y6aWnK1GyeJY,No,Yes,popular,False,0.0,True,1.0
17914,YvfNKduToki4,No,Yes,adversarial,False,0.0,True,1.0
6152,YWmDe2xbnSY4,Yes,Yes,adversarial,False,0.0,True,1.0
5629,YYqYCDis3EUA,No,Yes,adversarial,False,0.0,True,1.0
9112,Ycr0GiZr0TNY,No,No,adversarial,False,0.0,True,1.0
24320,YQRtuOWWya30,Yes,Yes,adversarial,False,0.0,True,1.0
10792,Ye4ph6bIC5zc,Yes,Yes,popular,False,0.0,True,1.0
6208,Y2ymiXjImwGs,No,No,popular,False,0.0,True,1.0
23412,YCBwXKOpJY_o,Yes,Yes,popular,False,0.0,True,1.0
29350,YxqtrbqDlz28,Yes,Yes,adversarial,False,0.0,True,1.0
26870,Ys_EWjoiVfzo,Yes,Yes,random,False,0.0,True,1.0
11258,YinSvboaSRwA,Yes,No,popular,False,0.0,True,1.0
11882,YP4qd8uodw_M,Yes,No,random,False,0.0,True,1.0
25342,YfPqj3nnwQOI,Yes,Yes,random,False,0.0,True,1.0
15757,YLVvS3s9dFKw,No,Yes,popular,False,0.0,True,1.0
12849,YBA-lFjpzad4,No,Yes,random,False,0.0,True,1.0
21366,Y0qbHT34qTZE,No,No,popular,False,0.0,True,1.0
15292,Y5G6b_QWL3nY,No,No,random,False,0.0,True,1.0
15019,YLVvS3s9dFKw,No,Yes,random,False,0.0,True,1.0
20870,Y2bq2lc3DLwM,No,Yes,random,False,0.0,True,1.0
836,Y9HVgYs8OOLc,Yes,No,adversarial,False,0.0,True,1.0
26116,Yj_NSuPnx5LA,Yes,No,adversarial,False,0.0,True,1.0
28296,Y0AsXkZkqelg,No,No,adversarial,False,0.0,True,1.0
