entry_id,audio_index,label,response,correct,mean_angle,std_angle,angle_count,sampling_method,vsv_lambda
4325,Y9XqkKuTqEOM,No,No,True,86.65448061625163,3.5238208389034393,96,adversarial,0.05
9960,YWU3qB7gf6ao,No,Yes,False,86.35953652858734,6.301723458108475,64,popular,0.05
18496,YZ_smJ66Tb3c,No,Yes,False,83.89013620217641,7.2361590668542215,96,popular,0.05
15511,YpuZL08fzpXk,No,Yes,False,86.59652193387349,6.133783563615664,96,random,0.05
17354,Yi2yhbckq3p0,No,Yes,False,85.86007316907246,4.5742805756129545,96,popular,0.05
28536,YK-7Y8yhcUiw,Yes,Yes,True,87.64977518717448,4.233708357565839,96,popular,0.05
20877,YhFCmq9pCBbM,Yes,Yes,True,84.86126367251079,3.534390878615639,96,popular,0.05
15596,Y1Uh74_rZ72k,Yes,Yes,True,88.6843124628067,3.1143020733931337,64,popular,0.05
25221,YpTJKJxaheI8,Yes,No,False,87.58244975407918,3.32318966177275,96,popular,0.05
17561,Yek9Fsmm3xqk,No,No,True,87.52305912971497,3.426174385802345,96,adversarial,0.05
8589,Y4xrL4TSgHwU,Yes,No,False,87.55282139778137,3.7511124515592003,96,popular,0.05
10572,YYk274Wr5iIE,Yes,No,False,86.62377850214641,4.828898378705607,96,adversarial,0.05
24511,Yy-RSojxgkDo,Yes,Yes,True,85.13368248939514,5.715647081456008,96,random,0.05
3082,YzEaGx6an4es,No,No,True,86.28353850046794,3.91176435265493,96,popular,0.05
26847,Yc6YJgZ3qzOw,No,No,True,86.37639013926189,4.33062900957314,96,random,0.05
9309,Y2ItTq2JShdU,No,No,True,85.86161748568217,5.615282887618842,96,random,0.05
6271,YSGaIvgwwWSE,No,Yes,False,86.77875685691833,5.2982652776147035,96,random,0.05
23590,YLvhvAA11oxE,No,Yes,False,85.81698910395305,3.9860017797882987,96,popular,0.05
10148,YAagLJkfrFMk,Yes,Yes,True,87.37269055843353,3.7364863999902034,64,adversarial,0.05
24559,YmVjub3o_IxE,No,Yes,False,83.72370553016663,7.435567261026759,64,popular,0.05
19097,YkagkXkAVPNo,No,Yes,False,87.12011615435283,3.810491176351353,96,random,0.05
442,YSmdj6JFB9MQ,No,No,True,87.49332809448242,3.882834089097844,96,random,0.05
5646,YXL8JV9qXGLE,Yes,Yes,True,85.1644111474355,4.968190117582502,96,adversarial,0.05
29708,Yc3nlaAkv9bA,No,Yes,False,88.55910658836365,5.055402353023685,64,popular,0.05
6291,Y11SEBDuoqSk,Yes,Yes,True,86.41019797325134,4.9393646733983125,96,random,0.05
1817,Y_ezm-TpKj1w,Yes,No,False,84.54307357470195,5.281717544498799,96,popular,0.05
22374,YmJ6ZO3xEcgw,Yes,Yes,True,85.52115559577942,4.926499670719905,96,random,0.05
22715,YZ7yDwpdGelM,No,Yes,False,84.33259081840515,5.400203589773346,96,adversarial,0.05
4691,YHeEa1GZpUGI,Yes,Yes,True,86.03557705879211,6.387504751485694,96,random,0.05
636,Y14ekd4nkpwc,Yes,No,False,88.42211977640788,3.99291236855377,96,popular,0.05
22701,YNmmbNqmsPaY,No,No,True,85.4865430990855,4.990346542971525,96,random,0.05
30309,YBQ-r9mEHssU,Yes,Yes,True,87.61395064989726,5.1970177742015045,96,adversarial,0.05
512,Yu84FiZ_omhA,Yes,Yes,True,86.60070836544037,6.583449555077551,64,popular,0.05
29774,YAUJPx81qKtY,Yes,Yes,True,85.10647344589233,8.106698289844399,96,adversarial,0.05
17669,YdYZSKX7vuRI,Yes,Yes,True,85.25111949443817,7.187176720403269,64,popular,0.05
18130,YY3lNEe-ZGF0,No,No,True,88.59700441360474,2.9569908012784865,96,random,0.05
14322,Y3kBlVLkN0zo,No,Yes,False,84.62458980083466,7.293140575211486,64,popular,0.05
20583,YKJKHDKKW3XU,Yes,Yes,True,86.80807065963745,5.009021664048779,96,adversarial,0.05
26931,Yy_OyLW9lBXU,No,No,True,83.54041373729706,7.497180386479183,96,adversarial,0.05
29165,YmW1EpJYcy_E,Yes,No,False,87.87701272964478,3.5620280599455474,96,popular,0.05
2535,Yc0V_HAul7rI,Yes,Yes,True,85.58076345920563,5.128916020958472,64,random,0.05
1586,YrJVXE6Axtrg,Yes,Yes,True,83.51015067100525,6.346870763573857,96,random,0.05
16403,YJTHMXLC9YRs,Yes,Yes,True,89.04976963996887,4.529790522952226,96,popular,0.05
22507,YAj_VMUSNjNM,Yes,No,False,85.8215884367625,5.34504609748624,96,adversarial,0.05
4589,Y9F3sutgYTvo,No,Yes,False,85.15958189964294,4.098116571275087,96,adversarial,0.05
23993,Y3Sml1wHcuxo,No,No,True,87.05618373552959,4.049126187586743,96,random,0.05
29947,YGGgQR7aIofY,Yes,No,False,89.62787437438965,3.118157660114157,96,popular,0.05
23333,YLvhvAA11oxE,No,Yes,False,85.85580968856812,4.757553232605151,96,adversarial,0.05
2970,Yhrv6fwnmBkY,Yes,Yes,True,85.26416081190109,7.964942616835972,64,adversarial,0.05
4330,Y3IguMJkqpl4,Yes,Yes,True,85.30222368240356,4.394443822241288,96,adversarial,0.05
20502,Yk4XyfaWVLEY,Yes,Yes,True,86.82398271560669,3.7595382014760443,64,popular,0.05
15625,YKSHpYhuTotY,No,Yes,False,85.34312335650127,5.243855858433426,96,popular,0.05
4688,YItS07xtdi4s,No,Yes,False,86.90119135379791,2.558018653996172,64,random,0.05
21968,YAFgGoY8Ihhg,Yes,No,False,88.0047283967336,4.236856100619142,96,adversarial,0.05
12990,YUQtBt6CQpwg,Yes,No,False,85.1804138024648,4.8980720179384,96,popular,0.05
7607,YB8rdur4aams,Yes,Yes,True,87.57979416847229,4.3166760786271405,96,adversarial,0.05
30109,Y30D1tqNFHMc,Yes,Yes,True,87.0785528421402,3.9286421333391432,64,random,0.05
18654,YSePTNAN7s-w,Yes,Yes,True,86.85265815258026,3.487643464512277,64,adversarial,0.05
10701,Ye4ph6bIC5zc,Yes,Yes,True,83.60819113254547,5.750687947743983,96,adversarial,0.05
23925,Y7MLERaOgK_Y,No,Yes,False,83.16702574491501,7.603785893695809,64,popular,0.05
22481,Yne2DpKCIr4Y,No,Yes,False,87.34991176923116,3.254882188066317,96,adversarial,0.05
10112,YYk274Wr5iIE,Yes,Yes,True,84.55536723136902,6.816776904813834,64,random,0.05
11496,Ytpm5IOD5d4o,Yes,Yes,True,86.88992369174957,3.9482409381138917,64,random,0.05
12770,YrPkCYq4Zjwk,No,Yes,False,87.9489119052887,2.8334203310748447,64,random,0.05
29016,Y9PN4gyxpH2M,Yes,Yes,True,86.2980364561081,2.89128007371945,64,adversarial,0.05
28744,Yjj2RyNDj7no,Yes,Yes,True,87.40497080485027,4.455772099628193,96,random,0.05
462,YSmdj6JFB9MQ,No,Yes,False,84.49813103675842,6.896203739559426,64,popular,0.05
14895,YVOXl8iR-HnI,Yes,No,False,87.41984971364339,3.824693544653883,96,adversarial,0.05
28081,YDjKGzOe_COc,Yes,Yes,True,82.76776307821274,7.5922878972549075,64,adversarial,0.05
1983,Y5QZ0NtdoKJ8,No,Yes,False,83.51620022455852,6.807010131890602,96,popular,0.05
6434,YyhDw7PZje3g,No,No,True,85.85529633363087,5.8992406424050445,96,adversarial,0.05
2218,Ya0yXS7PmVR0,Yes,Yes,True,84.44091427326202,4.823984956715908,64,popular,0.05
10446,YNDaVSIJaXVs,No,No,True,86.16274531682332,4.29081644176787,96,popular,0.05
4124,YVQnmlf2OsUg,Yes,No,False,85.43374506632487,4.877289916611542,96,adversarial,0.05
15726,YJTHMXLC9YRs,Yes,Yes,True,87.37197454770406,6.273818093987407,96,random,0.05
30010,YJmWaRt8-u0s,No,Yes,False,87.5628809928894,4.156999719157197,96,random,0.05
3678,YsqsI2UyrcBQ,No,No,True,86.2310660680135,3.8713526553715,96,random,0.05
5733,Y_duNX6Vyd6g,Yes,Yes,True,86.92670607566833,3.574186248170325,64,adversarial,0.05
2356,YpI_kPedctoo,Yes,No,False,85.0231556892395,4.921363660272179,96,popular,0.05
24155,Yeu5bq0A3XVQ,No,No,True,85.01220897833507,5.512420710861558,96,adversarial,0.05
21085,YuY4fe5DT1gI,Yes,Yes,True,90.15215706825256,5.032820724173551,96,popular,0.05
12169,YtaYKM1OSTwE,No,No,True,86.31703321139018,5.086551163969486,96,adversarial,0.05
14864,Y1Uh74_rZ72k,Yes,Yes,True,85.94233961900075,5.685496380456012,96,random,0.05
29648,YxqtrbqDlz28,Yes,Yes,True,86.81008044878642,4.3531161054988345,96,popular,0.05
1779,Yq46VXJ6JN9M,No,No,True,85.42884496847789,5.20041657526633,96,random,0.05
11499,YMTaLknnq4wc,Yes,No,False,85.87554430961609,4.312847033345211,96,popular,0.05
4712,YjjfUaMQaG1A,No,No,True,85.47467871507008,5.071399700222,96,random,0.05
6803,Y0Rpjl1AO-P0,Yes,Yes,True,86.37674331665039,4.830427603520603,64,popular,0.05
15745,YnD1K1Zo0qrM,No,No,True,86.02303620179494,6.281048698722537,96,random,0.05
13624,YBvw2gv1fcZw,Yes,Yes,True,84.86963665485382,6.298631758224042,64,popular,0.05
6672,YQARuiRtfy-k,Yes,Yes,True,85.27316093444824,6.3015568162929085,64,random,0.05
23104,Y67BsqRkh-dU,No,No,True,86.19905845324199,2.5062549651648403,96,popular,0.05
11247,YdmUOSyPXkUw,Yes,Yes,True,86.29394555091858,4.352326675383989,64,adversarial,0.05
13192,Y8BPTQO_cx7E,No,Yes,False,83.48465579748154,7.486383364765774,64,adversarial,0.05
16769,YlTJLvSvjUZk,No,No,True,92.05427662531535,5.324772213241598,96,random,0.05
21521,Ya3GzZKxUTy8,Yes,No,False,86.98790136973064,4.160489373050348,96,adversarial,0.05
24798,YIKnx3hJv1bs,Yes,Yes,True,84.63840047518413,5.078086054083305,96,random,0.05
11368,YMTIF_l_8d4Q,No,Yes,False,85.24722838401794,4.657222042778021,96,adversarial,0.05
26410,Yq1ivQ_2fddk,No,Yes,False,85.46633903185527,3.7891846311107544,96,adversarial,0.05
27836,YXQxIXaX_7M0,Yes,Yes,True,87.31875952084859,3.5131668422870796,96,popular,0.05
13058,Y6cyKp3EDm-0,Yes,No,False,86.53784235318501,3.8564312574902613,96,adversarial,0.05
27685,Yc6YJgZ3qzOw,No,Yes,False,84.9332902431488,5.442756973576691,96,adversarial,0.05
26965,Y_BSmz3SEW1w,No,No,True,87.8118580977122,3.840579577947052,96,random,0.05
31267,Y-Sz4z0QwEuM,No,No,True,85.44436518351237,6.78774496100571,96,popular,0.05
5215,Y0yxEvdnimGg,Yes,Yes,True,86.00899489720662,4.917564136124698,96,random,0.05
18665,YzwoqJY03yHE,No,Yes,False,85.2128427028656,6.198412835211526,64,popular,0.05
27004,Yi6MQCm58zlY,Yes,Yes,True,86.65141407648723,6.343443847752925,96,popular,0.05
4942,Y4SZ7JXDCNps,No,No,True,86.59799925486247,2.9790041553697137,96,random,0.05
21693,Y1ed87LLY97k,No,Yes,False,87.19824850559235,5.793815649451438,64,random,0.05
1543,YCefFMA3klxk,No,No,True,86.83791057268779,4.606046472123011,96,popular,0.05
13587,YMdlEswBfZMQ,Yes,Yes,True,83.82784175872803,7.388618293219748,64,adversarial,0.05
18035,YzF3xXn6NTyU,No,Yes,False,83.85229188203812,7.71174340047086,64,popular,0.05
28342,Y5K1mISHwggI,Yes,Yes,True,86.32072186470032,3.8442608406909122,96,random,0.05
4591,Yh5_1pnkl_SY,No,Yes,False,86.00157988071442,4.583083117056366,64,popular,0.05
3518,YlfO471Rn61k,Yes,No,False,86.41147192319234,4.260212525733116,96,adversarial,0.05
3497,YalaxBd_EEUc,No,No,True,85.14651223023732,5.6758195627115935,96,popular,0.05
4992,YItS07xtdi4s,No,Yes,False,85.15541370709737,3.459128123572984,96,popular,0.05
15528,YlTfNLKEy1RU,Yes,No,False,85.35651457309723,5.816152288112016,96,adversarial,0.05
12157,Ytpm5IOD5d4o,Yes,No,False,86.91745932896931,3.404960364608156,96,popular,0.05
5716,Y9BGLAUSF0sk,No,Yes,False,85.35699713230133,5.3837467260264535,64,adversarial,0.05
11331,YWHRnyGXcdy8,Yes,Yes,True,86.14475667476654,7.680524789623477,64,random,0.05
15098,YIPfaRF76gVU,No,Yes,False,85.40666627883911,7.51200749610174,64,adversarial,0.05
12736,Y_C2HinL8VlM,No,Yes,False,88.05833005905151,3.7826470484560804,96,random,0.05
29671,Yo7jW6Suyfbs,Yes,Yes,True,86.93634589513142,4.447570027026271,96,random,0.05
27346,Yp_BB_rJaF7Q,Yes,Yes,True,79.41091746091843,7.576683934739574,64,adversarial,0.05
11622,Y3xDZ-kdGE3o,Yes,Yes,True,85.49211255709331,4.0598244988546615,96,adversarial,0.05
12994,YbJMMp6PLKqM,Yes,Yes,True,83.92382287979126,7.704296201766086,64,adversarial,0.05
24052,Yn4VktYihtJU,Yes,No,False,87.37933842341106,4.886028753206697,96,popular,0.05
19485,Y14izd_i3ryE,No,Yes,False,86.44581365585327,3.571038768403353,96,adversarial,0.05
28459,YlgwpIImXCWA,Yes,No,False,87.32488306363423,3.4592786342874025,96,popular,0.05
23885,YHdxfbpnd2-8,No,Yes,False,88.66827487945557,2.500198511007468,96,random,0.05
3227,YfGGYeXR_LS8,Yes,Yes,True,86.28592121601105,4.261809468664465,64,adversarial,0.05
28773,YcFoXRmGgIME,Yes,Yes,True,86.61610877513885,5.657232229471265,64,popular,0.05
2426,YLs1zyPjs3k8,No,No,True,87.31986808776855,4.591911599722281,96,random,0.05
30715,Y7upINC4seBw,No,No,True,86.31254164377849,3.5221368386213445,96,popular,0.05
24838,Y8DQfjqPCTI8,Yes,Yes,True,85.33397895097733,8.732967444841575,64,popular,0.05
25211,YEp72tyiL3as,No,No,True,89.3884216149648,5.629059072152645,96,popular,0.05
12849,YBA-lFjpzad4,No,Yes,False,86.80552756786346,4.405064786399362,64,random,0.05
77,YGOD8Bt5LfDE,Yes,Yes,True,86.82441552480061,3.5226028513321106,96,popular,0.05
28916,Yii3Geza3hAU,Yes,Yes,True,84.06839197874069,6.850339479561737,64,random,0.05
4893,YYIqpIjjee00,Yes,Yes,True,87.30346894264221,4.039164082934249,64,adversarial,0.05
19972,Y8VOibo9Q_Dc,Yes,No,False,86.26249492168427,5.0213551273196595,96,popular,0.05
26811,Yv59uHr-B1no,No,No,True,86.60775554180145,6.817456479532084,96,random,0.05
14605,YHqnSyliKTKA,Yes,Yes,True,84.0696427822113,5.951582616293619,96,random,0.05
20488,YwAZrOPvul4Y,Yes,Yes,True,83.1918934583664,4.519189490074503,64,random,0.05
2748,Yc0V_HAul7rI,Yes,Yes,True,87.71015238761902,3.086503878175278,96,popular,0.05
19239,YW7OJevEgq7w,No,Yes,False,85.4985979795456,7.025509281074948,96,random,0.05
19352,YmUGmCSNETcg,No,No,True,88.35313630104065,3.4002490086230965,96,random,0.05
23502,YBOB65Nd0pXo,No,Yes,False,85.07810552914937,6.109539292993848,96,adversarial,0.05
25601,YWUpeplQr3A4,No,No,True,87.03648002942403,6.48043661156707,96,popular,0.05
29601,YETb9EIQOMAA,Yes,Yes,True,84.8268883228302,6.354384710339896,64,random,0.05
27744,Ys_EWjoiVfzo,Yes,No,False,86.68867206573486,3.8884966612496883,96,adversarial,0.05
22293,YCbe2B6ohBpw,No,Yes,False,86.59159564971924,6.320498685356505,64,popular,0.05
19964,YSCow4mpBsGY,Yes,Yes,True,86.40455949306488,5.379122068968751,64,random,0.05
1762,Y_ezm-TpKj1w,Yes,Yes,True,86.31037425994873,3.8373937835034564,64,random,0.05
30284,YTWOgvDaDqlU,No,No,True,85.98121126492818,4.339855091299484,96,adversarial,0.05
26158,YfPqj3nnwQOI,Yes,Yes,True,87.93059086799622,4.043085399063713,64,adversarial,0.05
5944,YKtinboYbmHQ,Yes,Yes,True,85.17550837993622,5.905053349208331,64,random,0.05
2572,YAbplcXwXnvE,Yes,Yes,True,85.24008238315582,5.3178078854590956,64,random,0.05
28256,Y4bUL_ttiOdw,Yes,Yes,True,86.43980590502422,7.293140792211454,96,random,0.05
30843,Ylq9RvAA4mqY,No,Yes,False,82.6548799753189,6.884783096473489,320,popular,0.05
21210,Y9zstu_IfAm4,Yes,No,False,85.41533100605011,5.458384877461709,64,popular,0.05
23329,YmJ6ZO3xEcgw,Yes,No,False,87.51122117042542,3.352124815497417,96,popular,0.05
14196,YGkb4f6yodPE,Yes,No,False,84.38782827059428,5.388762389861059,96,adversarial,0.05
2906,YL2dyilgQ8iM,No,No,True,86.5838356812795,6.299006533883489,96,adversarial,0.05
21468,Y-R69Fa-mCaY,Yes,Yes,True,83.89029280344646,5.191534043489657,96,popular,0.05
13279,YrN2rpLV3brs,No,No,True,85.88988920052846,5.396136274019222,96,popular,0.05
19273,Y7XUt6sQS7nM,No,No,True,86.43231153488159,4.7758895021163354,96,popular,0.05
2147,Ybgbnu5YKTDg,Yes,Yes,True,85.31104930241902,5.248099849811006,96,random,0.05
31128,YJmWaRt8-u0s,No,Yes,False,84.61450517177582,6.406694253895861,64,popular,0.05
545,Ykx6Rj4MDIAw,No,Yes,False,86.65138840675354,4.594415649694965,96,adversarial,0.05
6293,YKtinboYbmHQ,Yes,No,False,85.29895460605621,5.872160078291798,96,popular,0.05
24955,YEp72tyiL3as,No,Yes,False,87.71985809008281,7.2590766667633195,96,adversarial,0.05
28100,YMtK8L8gXRrI,No,Yes,False,84.61416566371918,6.937190588749548,64,adversarial,0.05
715,YYQGW5AwDOIo,No,Yes,False,86.0368348757426,4.138649012191191,96,popular,0.05
18439,YRrmBGjJqlEo,No,Yes,False,83.23876345157623,7.34799516037384,64,popular,0.05
7800,YBXxlqaDvdaA,No,No,True,88.43570772806804,3.208746058624565,96,random,0.05
3375,YxBZnvfniA1c,No,No,True,84.94737823804219,4.639469427806989,96,popular,0.05
16024,YPO8Nu3F8mkA,No,No,True,87.7146848042806,4.573201905494491,96,random,0.05
17314,Y2JV3emH50XU,No,No,True,88.9495861530304,5.110450138116436,96,adversarial,0.05
28911,YDAN1t9ukkg0,Yes,Yes,True,85.16767525672913,4.98289449367812,96,adversarial,0.05
2317,YpI_kPedctoo,Yes,No,False,88.10601830482483,2.8520487860545796,64,adversarial,0.05
23754,Y22L_3pBa1AI,No,Yes,False,86.87380278110504,7.2340575054580984,64,random,0.05
25937,YmaVYiednkSg,Yes,Yes,True,85.23155307769775,3.5702595802867565,96,adversarial,0.05
15701,YVZLZ08k3YeA,No,Yes,False,88.18577440579732,2.905603666807957,96,random,0.05
10486,Ygr5Zss89yLQ,Yes,Yes,True,82.72913092374802,7.290734982309894,64,popular,0.05
18145,YTd2EEDdFlRY,No,Yes,False,86.50288081169128,1.8242634964414004,96,adversarial,0.05
24871,Y7JWHbs3gu1w,No,Yes,False,87.04144597053528,4.757325825532163,64,random,0.05
789,Y9HVgYs8OOLc,Yes,Yes,True,86.77060023943584,3.2201691664873997,96,random,0.05
11357,Y5ye0X5saadg,No,No,True,89.91420602798462,5.498790995095645,96,random,0.05
15828,Y5G6b_QWL3nY,No,Yes,False,85.5899756749471,3.9891376911748497,96,adversarial,0.05
2577,YK03ydb1uaoQ,Yes,No,False,87.89399059613545,4.183095499010747,96,adversarial,0.05
11320,YszkiW0GXEOI,Yes,Yes,True,88.64809290568034,2.8843505253898285,96,popular,0.05
11145,YRfGapDlAYoQ,No,Yes,False,87.16409397125244,3.569366522134686,96,random,0.05
29060,Y4UPOUGVMlEs,Yes,Yes,True,86.48428138097127,5.242142182065366,96,random,0.05
30957,Y2ABngPM3raQ,Yes,Yes,True,82.89260549545288,7.940932365956211,160,popular,0.05
21158,YsqWyxUObwkw,No,Yes,False,85.00399971008301,5.492136032309987,96,random,0.05
11653,YQKHpSAAjakY,Yes,Yes,True,84.61212205886841,5.882258780006178,64,adversarial,0.05
7262,Y6NBPiArs2-w,Yes,Yes,True,87.40280683835347,4.348155998863331,96,adversarial,0.05
15647,YLCwSUVuTyvg,Yes,No,False,86.35674436887105,4.2474876448537575,96,popular,0.05
3392,YKvrcRMfFzOE,Yes,Yes,True,87.66292452812195,5.774662491498949,96,random,0.05
28200,YHkbCUN4V3TU,No,Yes,False,83.81969833374023,6.375091259279608,96,popular,0.05
24039,Y9z2OwpftxUE,No,No,True,87.52578218777974,5.166934342734463,96,popular,0.05
11233,Yy1a8PntuXYw,No,Yes,False,87.2000561952591,4.8684146487890025,64,random,0.05
0,Y7fmOlUlwoNg,Yes,No,False,85.58294018109639,5.041665204866735,96,adversarial,0.05
17053,YwVi5w_NU6CM,No,No,True,87.683611313502,4.5020979002370165,96,popular,0.05
27945,YBz9Y5nZK3eo,Yes,Yes,True,87.78751873970032,5.279664112557536,96,popular,0.05
20474,YhVUmQfBIYe8,Yes,No,False,87.36468823750813,3.09786690118955,96,adversarial,0.05
10395,YV4PLSw_WzVw,Yes,Yes,True,85.55997383594513,5.472893233632136,64,random,0.05
28862,YmW1EpJYcy_E,Yes,Yes,True,86.34496688842773,4.296833189546843,96,adversarial,0.05
29269,YrINmxSXMR-s,Yes,Yes,True,85.38107697168986,5.700914824588315,96,random,0.05
14636,YeNG6fEiAE8c,Yes,Yes,True,86.79618954658508,3.0385758918252717,96,popular,0.05
29672,YbLZFtoWXYTA,Yes,No,False,88.46546832720439,2.8560229524189364,96,adversarial,0.05
6796,Ya_Rjlu50TfA,Yes,Yes,True,84.94251310825348,6.1278380168390605,64,random,0.05
19602,YfmEft49sPfE,No,Yes,False,84.39284479618073,6.751430850468311,64,adversarial,0.05
19642,YwFiCblfZ-vg,Yes,Yes,True,82.92785179615021,8.60185417017416,64,adversarial,0.05
17713,YRrmBGjJqlEo,No,Yes,False,87.60441716512044,3.0426656516898714,96,random,0.05
16681,Y_oKXrY5Ff0g,Yes,Yes,True,87.46805906295776,3.17602889956146,64,adversarial,0.05
10861,YOr7umk40TZA,No,Yes,False,86.85138988494873,6.168010767437998,96,adversarial,0.05
31026,YPWjEfOkb6ro,Yes,No,False,87.00696961085002,5.857463139850863,96,popular,0.05
14564,YriM7b5bJ9KQ,Yes,Yes,True,84.01628738641739,8.188851649159052,64,random,0.05
8719,Yf2fSxfvmkZQ,No,Yes,False,84.48336760203044,5.1034564255749695,96,adversarial,0.05
23236,Yyrxa6_P2I80,Yes,No,False,86.39867003758748,4.316556936182023,96,adversarial,0.05
19824,YW7OJevEgq7w,No,No,True,85.97305345535278,5.3617890684068135,96,adversarial,0.05
19540,YD2Xc_jZllDY,Yes,Yes,True,86.80828817685445,7.30319303685992,96,popular,0.05
20669,YC9NC7wJ7C3w,No,No,True,87.10558835665385,3.4803030331739833,96,random,0.05
27874,YeYbFtxZmKL4,Yes,Yes,True,85.4814023176829,4.845738444179325,96,popular,0.05
341,YyL3gKa6YLoM,No,Yes,False,87.98469956715901,3.0726016471010618,96,random,0.05
6101,Y_YS5uKWoB6g,Yes,Yes,True,84.98448669910431,6.3238146902970485,64,random,0.05
7904,YRtenf2XSXRc,Yes,Yes,True,86.11546778678894,4.705172745931672,96,adversarial,0.05
14615,Yos_2U4xqTqw,No,No,True,85.89481949806213,6.096130238329026,96,popular,0.05
8344,Yf2fSxfvmkZQ,No,Yes,False,84.79085004329681,4.684793664452606,64,random,0.05
14697,YhpDltmawxIM,No,Yes,False,86.03278668721516,4.765597337576958,96,random,0.05
16508,YbA5zPFSFZAA,Yes,Yes,True,84.73043096065521,5.761461343004632,64,random,0.05
21729,YhiJB_95IWiE,No,Yes,False,85.49186603228252,4.540837569541825,96,popular,0.05
14120,YNi3dIj90Oa4,No,Yes,False,86.17255592346191,3.7863049801863626,64,popular,0.05
8957,Y3qrVku794u0,Yes,No,False,85.87762864430745,5.576859903086906,96,adversarial,0.05
16596,YemGPabOePzA,Yes,Yes,True,85.79011003176372,4.9121776549224645,96,adversarial,0.05
23729,Y3ejndVEAcmQ,Yes,Yes,True,85.16352081298828,6.921843528246875,64,random,0.05
7616,YzoctgurhvHE,Yes,Yes,True,82.06278391679128,6.532880259139168,96,popular,0.05
10827,YTwR8BA6buMI,No,No,True,90.46719940503438,3.6590767878843637,96,adversarial,0.05
18491,Y1QNLMF-Kl_s,Yes,Yes,True,84.03645408153534,6.604196089259956,64,random,0.05
17998,YGPj8h-WcjWs,No,Yes,False,85.10730067888896,4.43361270959786,96,adversarial,0.05
3457,YalaxBd_EEUc,No,No,True,85.95244359970093,5.566848811379719,64,adversarial,0.05
12897,YhV4bDCBDCy0,No,Yes,False,86.5039295355479,3.7443165095086135,96,adversarial,0.05
20611,YEBCH7TPgiPc,No,Yes,False,88.424866994222,3.771019462009152,96,adversarial,0.05
16291,YpWQeV08kYR0,Yes,Yes,True,87.30983686447144,3.270442952810917,64,adversarial,0.05
10432,Y3IScngdQA4I,Yes,Yes,True,87.69790124893188,5.342344445716894,96,adversarial,0.05
3766,Y3MoF8myFs8Y,No,No,True,86.87305084864299,4.249399604835787,96,random,0.05
14395,YkVYNXZd0MMY,No,Yes,False,86.57600100835164,6.065568667787774,96,adversarial,0.05
25304,Yj_NSuPnx5LA,Yes,Yes,True,85.44505536556244,4.8361626082328915,64,random,0.05
10846,Y4s2rRnu2PZo,Yes,Yes,True,87.41641966501872,3.7571691115249317,96,popular,0.05
12361,YhV4bDCBDCy0,No,Yes,False,87.07527256011963,3.5282051288492315,96,random,0.05
15278,YriM7b5bJ9KQ,Yes,Yes,True,87.0702576637268,4.100924791153314,96,popular,0.05
18190,YtmLAXm1WlnE,Yes,Yes,True,85.54571191469829,5.580411577316922,96,random,0.05
10775,YAMQei29haCw,No,Yes,False,83.9608998298645,7.141086780769523,96,adversarial,0.05
12932,YdZDgJzGtLLU,Yes,No,False,88.24414165814717,3.918897139596435,96,popular,0.05
12131,YvEWmHtiznF8,No,Yes,False,86.44905885060628,5.128658392220282,96,popular,0.05
14720,Yazh_-OkQ-uI,Yes,Yes,True,84.36022472381592,7.310530977175006,96,random,0.05
29843,Y2ABngPM3raQ,Yes,Yes,True,82.50386206309001,8.632742356031972,96,random,0.05
15244,YGIOApFAWDOc,Yes,Yes,True,85.2400643825531,5.952502460904758,96,random,0.05
20564,Y9dLLsZVRSZI,No,No,True,88.2714471022288,4.729548769073308,96,adversarial,0.05
30474,YkLYCjD6vWI4,Yes,No,False,88.2566343943278,3.970478916117361,96,popular,0.05
2865,Yy93cZqNCtks,Yes,Yes,True,84.77498245239258,7.03189921403846,64,adversarial,0.05
3505,YxYwpABpZed4,No,Yes,False,83.24391031265259,6.282734910807803,64,adversarial,0.05
19314,Ycz0FSQDVBMw,Yes,Yes,True,85.03161954879761,5.435099484451131,96,popular,0.05
18697,Y1_z6NcidGzM,Yes,Yes,True,84.81839179992676,5.504279449293477,64,popular,0.05
14982,YrtgVoZCcBw8,No,No,True,87.81492082277934,5.810592494161594,96,popular,0.05
21879,YmWqH2xwjkYA,No,Yes,False,85.277841091156,4.941285798638646,96,popular,0.05
15875,Y-oy0BkpMGAk,Yes,No,False,87.2925295829773,3.8436597483201274,96,adversarial,0.05
28385,YMtK8L8gXRrI,No,No,True,87.077583471934,3.606091841900042,96,popular,0.05
21214,YL6rnV0oNIII,Yes,Yes,True,87.07224074999492,6.215531217684698,96,random,0.05
22855,Y1a2XWJ8NA_Q,Yes,Yes,True,84.9810603459676,4.271485030980948,96,popular,0.05
1253,YCM49C3RkzV8,Yes,Yes,True,82.80123102664948,5.297165017984889,64,random,0.05
11972,YptIksg9KEac,Yes,Yes,True,84.49008436997731,6.9121930066090105,96,random,0.05
2215,YEYTz1LPDHsc,No,Yes,False,87.56525699297588,4.623037956611748,96,random,0.05
28304,Yz1ax0QPpd14,Yes,Yes,True,86.51229206720988,5.104577772963202,96,random,0.05
20465,Y5I8lmN8rwDM,No,No,True,85.67926994959514,3.7928941470556,96,adversarial,0.05
20691,YT9_ep-3BZDY,Yes,Yes,True,84.93556666374207,4.006205288642934,96,random,0.05
