entry_id,audio_index,label,response,sampling_method,vsv_enabled,vsv_lambda
3227,YUCy1BEx8jBE,No,No,random,True,0.035
7368,YlmPMhs-9IYE,Yes,Yes,adversarial,True,0.035
2639,Yific_gRalg0,No,No,popular,True,0.035
24865,YHdxfbpnd2-8,No,Yes,popular,True,0.035
3812,YPMMkPq5jJXY,Yes,No,random,True,0.035
2943,Yu9px4Lwv9XI,No,No,adversarial,True,0.035
4726,Y2JutOgAnqWA,Yes,Yes,adversarial,True,0.035
12505,YcFHFVGOtp6g,Yes,Yes,popular,True,0.035
5381,YqF72bT878gw,Yes,No,popular,True,0.035
29005,YxnVqvc7N7Po,Yes,Yes,popular,True,0.035
18167,YrbO727iF03I,Yes,No,adversarial,True,0.035
23366,YVkbp8VmL3pM,No,No,popular,True,0.035
12361,YnU-AI3Cmc3M,Yes,No,popular,True,0.035
16800,YemGPabOePzA,Yes,Yes,popular,True,0.035
18223,YKVAIaRPry24,Yes,No,adversarial,True,0.035
2205,Ydxow2DcTrwk,No,Yes,popular,True,0.035
16495,YpWQeV08kYR0,Yes,Yes,popular,True,0.035
16971,YI_vN_BFUr0Y,No,No,popular,True,0.035
6722,Yjid4t-FzUn0,No,Yes,popular,True,0.035
6792,YJon_DEFqsfM,Yes,No,adversarial,True,0.035
26472,YFc9pG54DDJM,Yes,No,popular,True,0.035
25297,YhqPBcvex1VU,No,No,random,True,0.035
1289,YH-vTZh81qAU,No,Yes,random,True,0.035
5245,YLs2vrr9TamU,Yes,Yes,popular,True,0.035
9292,Y3ghVB-KaU_E,Yes,Yes,random,True,0.035
11835,Yi1u_2eZYYlE,No,No,popular,True,0.035
2011,Y_AcJVyToQUQ,Yes,Yes,popular,True,0.035
20155,YESjMIqrvRj4,No,No,popular,True,0.035
19023,YwFiCblfZ-vg,Yes,Yes,random,True,0.035
2256,YCO6-i8NLbeo,No,Yes,adversarial,True,0.035
12582,YFL8KTgMGrN4,Yes,Yes,adversarial,True,0.035
8532,Y4xrL4TSgHwU,Yes,No,adversarial,True,0.035
4168,YVQnmlf2OsUg,Yes,Yes,popular,True,0.035
959,YArHiac57pVk,Yes,Yes,random,True,0.035
22546,YA0E_UiD-fR4,No,Yes,random,True,0.035
14295,YrtgVoZCcBw8,No,No,random,True,0.035
24059,YMOxddxW5PXs,Yes,Yes,random,True,0.035
23798,YIdBDl9Wr51A,Yes,Yes,random,True,0.035
16596,YemGPabOePzA,Yes,Yes,adversarial,True,0.035
8719,Yf2fSxfvmkZQ,No,Yes,adversarial,True,0.035
9812,YbIiiIo20PsY,Yes,Yes,random,True,0.035
26497,Y54eRRbCtPn8,No,No,random,True,0.035
29056,Y2KEfkDO6hlA,No,No,popular,True,0.035
3364,Y41D0yXSBqfI,Yes,Yes,random,True,0.035
6695,YbUTOsLXYyxg,No,Yes,random,True,0.035
13361,Y3n05BjV7r7M,Yes,Yes,popular,True,0.035
27915,Yv59uHr-B1no,No,No,popular,True,0.035
9675,YA61Mry8zBwE,No,No,random,True,0.035
10319,YAKHZMg9ba30,Yes,Yes,random,True,0.035
10287,YbIiiIo20PsY,Yes,No,adversarial,True,0.035
20340,YROootH-mtEI,No,No,adversarial,True,0.035
3168,YOMGHnJV0l2U,Yes,No,adversarial,True,0.035
8809,Yf2fSxfvmkZQ,No,Yes,popular,True,0.035
21521,Ya3GzZKxUTy8,Yes,No,adversarial,True,0.035
26299,Yw_Utn3CwAXE,No,Yes,random,True,0.035
121,YYQSuFyFm3Lc,No,No,popular,True,0.035
4753,Y_iUX8CibElk,No,No,popular,True,0.035
15011,Y1j5NMuq1X30,No,No,adversarial,True,0.035
26691,YqakN0JNbpcU,Yes,Yes,popular,True,0.035
7685,Yjf4iyQPJSvk,Yes,Yes,random,True,0.035
14196,YGkb4f6yodPE,Yes,No,adversarial,True,0.035
21989,Y2sZhC_mKeic,No,No,popular,True,0.035
21186,YwAZrOPvul4Y,Yes,Yes,adversarial,True,0.035
787,YMe4npKmtchA,Yes,Yes,popular,True,0.035
19346,Y5t6tSW0yT40,Yes,Yes,random,True,0.035
1497,YCefFMA3klxk,No,Yes,adversarial,True,0.035
7478,Yvigslb0kClE,Yes,Yes,adversarial,True,0.035
27293,Y6pssFJ0m-kU,Yes,No,adversarial,True,0.035
12887,YU3CAjsm1sec,No,Yes,popular,True,0.035
27499,YtwFypUcdgRc,No,Yes,popular,True,0.035
18781,YtmLAXm1WlnE,Yes,Yes,adversarial,True,0.035
19397,Y096oTVzc5Gs,Yes,Yes,random,True,0.035
19669,YmYQrjcYNrW0,Yes,Yes,adversarial,True,0.035
3145,YxBZnvfniA1c,No,Yes,random,True,0.035
22610,Y1a2XWJ8NA_Q,Yes,No,adversarial,True,0.035
18655,YJC2ZrXzCX4Y,Yes,Yes,random,True,0.035
7701,Y3wrdPAeqjVI,No,No,popular,True,0.035
15701,YVZLZ08k3YeA,No,Yes,random,True,0.035
11443,Yhmd6pa2e_rs,Yes,No,popular,True,0.035
25373,Y0On6-JiVwRs,No,No,popular,True,0.035
23073,Y9z2OwpftxUE,No,No,random,True,0.035
6633,YXIooZl1QdM4,Yes,Yes,random,True,0.035
12990,YUQtBt6CQpwg,Yes,No,popular,True,0.035
28049,Y-mhFGevxLUg,No,Yes,random,True,0.035
16710,YkHIe4CfaccQ,Yes,Yes,random,True,0.035
12579,Yv7BaYF0kagM,Yes,Yes,random,True,0.035
10811,YAKHZMg9ba30,Yes,No,adversarial,True,0.035
836,Y9HVgYs8OOLc,Yes,No,adversarial,True,0.035
17007,YwBs02amFGXs,Yes,Yes,popular,True,0.035
27321,YtNxfdAd14qE,No,Yes,random,True,0.035
2367,YEYTz1LPDHsc,No,No,popular,True,0.035
27006,Ysl_Pxpc7beo,Yes,Yes,adversarial,True,0.035
29147,YUjje3lSabsg,No,No,adversarial,True,0.035
2160,Ydxow2DcTrwk,No,Yes,adversarial,True,0.035
16681,Y_oKXrY5Ff0g,Yes,Yes,adversarial,True,0.035
7770,YbmEF-c-M174,Yes,No,adversarial,True,0.035
18323,YTd2EEDdFlRY,No,Yes,popular,True,0.035
12425,YCYUlLTKoa1Y,No,Yes,adversarial,True,0.035
23236,YTOaQMYc79Mw,Yes,Yes,popular,True,0.035
30167,YXWw7ZM1c_QA,Yes,Yes,popular,True,0.035
7340,YOmmPaIAXN0s,No,No,random,True,0.035
23831,Y0_K6OKtoBBU,No,Yes,adversarial,True,0.035
24955,YEp72tyiL3as,No,Yes,adversarial,True,0.035
5433,YXL8JV9qXGLE,Yes,Yes,random,True,0.035
15459,YECw5Yf7QoMo,No,Yes,random,True,0.035
21538,Ym_U506sf9p4,Yes,Yes,popular,True,0.035
31207,YoN0IcZaHD_8,No,No,popular,True,0.035
6522,YyhDw7PZje3g,No,Yes,popular,True,0.035
2639,Y1nUOGZgSzZo,No,Yes,adversarial,True,0.035
18145,YTd2EEDdFlRY,No,Yes,adversarial,True,0.035
26526,YpHNMcX-9FDs,No,No,popular,True,0.035
10642,YXZTt1xdK8uQ,Yes,Yes,popular,True,0.035
327,YtjCNwdOUiGc,Yes,No,popular,True,0.035
14780,YJp64Whpr3BA,No,No,adversarial,True,0.035
27713,YwbPmnxCLoRQ,No,No,adversarial,True,0.035
10231,Y9BukzlPNqC8,No,Yes,adversarial,True,0.035
6434,Y0Rpjl1AO-P0,Yes,Yes,random,True,0.035
2980,YWWkhzcmx3VE,Yes,Yes,popular,True,0.035
9295,Y1e98HeU9Vrg,No,No,popular,True,0.035
24363,Y3rna9zo5ZOs,Yes,Yes,random,True,0.035
19431,YkXjzsroVTtw,Yes,No,adversarial,True,0.035
29671,Yo7jW6Suyfbs,Yes,Yes,random,True,0.035
27811,YHg6HxylRGDo,No,No,random,True,0.035
12157,Ytpm5IOD5d4o,Yes,No,popular,True,0.035
2356,YpI_kPedctoo,Yes,No,popular,True,0.035
2234,Ybgbnu5YKTDg,Yes,Yes,adversarial,True,0.035
29236,YJHhEjsAkZoc,No,No,popular,True,0.035
12983,YbAqgL5dCQOE,No,No,adversarial,True,0.035
5996,YHUwXtfYRFwk,Yes,Yes,random,True,0.035
22628,YLvhvAA11oxE,No,Yes,random,True,0.035
19783,Y8VOibo9Q_Dc,Yes,No,adversarial,True,0.035
25852,YNtQiduPRiRg,No,Yes,adversarial,True,0.035
28744,Yjj2RyNDj7no,Yes,Yes,random,True,0.035
5819,YAgaiowyYt88,No,No,adversarial,True,0.035
30799,YJmWaRt8-u0s,No,Yes,adversarial,True,0.035
25709,YBwnGxJD9xh8,Yes,Yes,adversarial,True,0.035
219,YYNDKuNINDOY,Yes,Yes,popular,True,0.035
8780,YzBXoaQ1GVlc,Yes,Yes,popular,True,0.035
30309,YBQ-r9mEHssU,Yes,Yes,adversarial,True,0.035
9112,YJfaj4P3us9M,No,Yes,random,True,0.035
21947,YVMsbrcHPBfk,No,No,random,True,0.035
18190,YtmLAXm1WlnE,Yes,Yes,random,True,0.035
26339,YI_8KqxP5xOA,No,Yes,random,True,0.035
19900,YKJKHDKKW3XU,Yes,Yes,random,True,0.035
28831,Y-mhFGevxLUg,No,Yes,adversarial,True,0.035
4589,Y9F3sutgYTvo,No,Yes,adversarial,True,0.035
19298,YnLtNjMimLE0,Yes,Yes,random,True,0.035
9515,Yz4MeV9IGVo0,No,Yes,popular,True,0.035
26036,YENTi8Sn4vdM,Yes,Yes,popular,True,0.035
10597,YQ3vkJMVMbC8,No,Yes,adversarial,True,0.035
3526,YxYwpABpZed4,No,Yes,popular,True,0.035
3295,YxYwpABpZed4,No,Yes,random,True,0.035
29648,YxqtrbqDlz28,Yes,Yes,popular,True,0.035
10290,YA2mcp0N__7U,No,Yes,popular,True,0.035
25405,YFc9pG54DDJM,Yes,Yes,random,True,0.035
17849,YAR8-MVl_Mf8,No,Yes,popular,True,0.035
4060,Y6Nvu6EcpdE8,Yes,Yes,adversarial,True,0.035
455,YsVYTOURVsQ0,Yes,Yes,popular,True,0.035
9720,YAagLJkfrFMk,Yes,Yes,random,True,0.035
10274,YAagLJkfrFMk,Yes,No,popular,True,0.035
14975,YlTfNLKEy1RU,Yes,Yes,random,True,0.035
8843,YelztUCeNQvQ,No,Yes,adversarial,True,0.035
13401,Y8DLcBdC5UrE,Yes,No,popular,True,0.035
15647,YLCwSUVuTyvg,Yes,No,popular,True,0.035
10989,YOr7umk40TZA,No,No,popular,True,0.035
22304,Y2ceUOv8A3FE,Yes,No,adversarial,True,0.035
10860,YMTaLknnq4wc,Yes,Yes,random,True,0.035
12313,Y8b9z7N25DmU,No,No,random,True,0.035
22486,Y8ipe6b1LwHQ,No,Yes,random,True,0.035
21085,YuY4fe5DT1gI,Yes,Yes,popular,True,0.035
11719,Yi1u_2eZYYlE,No,Yes,adversarial,True,0.035
3924,YVQnmlf2OsUg,Yes,Yes,random,True,0.035
8158,YHVz-FJBf_iM,Yes,No,adversarial,True,0.035
26383,YtwFypUcdgRc,No,Yes,random,True,0.035
4184,YTQr9v-PQOc4,Yes,Yes,random,True,0.035
9167,YIvfaKPDWC00,Yes,Yes,popular,True,0.035
12897,YhV4bDCBDCy0,No,Yes,adversarial,True,0.035
840,Y9ZZHvwaH-CU,Yes,Yes,random,True,0.035
23717,YnuZEAuAl8hQ,Yes,No,adversarial,True,0.035
10262,Y4s2rRnu2PZo,Yes,Yes,random,True,0.035
13911,Yb1PXsfgQw5w,No,No,popular,True,0.035
17181,Yi2yhbckq3p0,No,Yes,adversarial,True,0.035
1938,YKtTLsveexOg,Yes,Yes,popular,True,0.035
8219,YBXxlqaDvdaA,No,Yes,adversarial,True,0.035
1983,Y5QZ0NtdoKJ8,No,Yes,popular,True,0.035
5946,Y6OlHuvJR_Dk,No,Yes,popular,True,0.035
21477,Y-mb4Fw4Z0xg,No,Yes,random,True,0.035
17743,Yc0IggDOisOo,No,Yes,adversarial,True,0.035
30398,YETb9EIQOMAA,Yes,Yes,adversarial,True,0.035
27985,YwbPmnxCLoRQ,No,No,popular,True,0.035
7775,YHVz-FJBf_iM,Yes,Yes,random,True,0.035
4969,YYIqpIjjee00,Yes,No,popular,True,0.035
4014,Y9ucb5HYO8ps,Yes,Yes,random,True,0.035
29910,Yo3mZR8OvPko,No,Yes,adversarial,True,0.035
26729,YWLzzpzOKtnY,No,No,popular,True,0.035
26814,YMkbP_8zJwXU,No,No,adversarial,True,0.035
5208,Yhzn_wGlzGpU,No,Yes,random,True,0.035
16071,Yoklu5ZJD_2U,No,No,popular,True,0.035
18740,Y-AheI8Epim4,No,Yes,adversarial,True,0.035
3465,YGSHcgY6ATkQ,Yes,Yes,adversarial,True,0.035
29971,YS0SQyFXbqF8,No,Yes,popular,True,0.035
19083,Y-EaZ7EJJUl0,No,Yes,popular,True,0.035
20308,Y8Zo30kV5aiI,Yes,Yes,popular,True,0.035
25683,Y7JWHbs3gu1w,No,Yes,adversarial,True,0.035
19511,Y5YzNSjmZ3Wg,No,No,popular,True,0.035
18272,YwSHzVxdMiTo,No,Yes,random,True,0.035
19475,Yvsy1IpYmrSY,No,No,popular,True,0.035
18365,YrbO727iF03I,Yes,Yes,popular,True,0.035
24164,YDNtF_mGzQes,Yes,Yes,random,True,0.035
11944,Y473wBEwC35M,No,Yes,popular,True,0.035
23412,YCBwXKOpJY_o,Yes,Yes,popular,True,0.035
22228,Y1L_OyngNZMA,No,No,popular,True,0.035
28421,YD96OO7nYYsg,Yes,Yes,random,True,0.035
15475,Y4abZbau8tZo,Yes,Yes,random,True,0.035
2587,YpaetCbEqp2w,Yes,No,popular,True,0.035
15330,Y-oy0BkpMGAk,Yes,Yes,random,True,0.035
15263,YIPfaRF76gVU,No,Yes,popular,True,0.035
26598,YK8-b0VtNOqA,Yes,Yes,random,True,0.035
21089,Y2sZhC_mKeic,No,Yes,random,True,0.035
17208,Y8F-ndyrEWJ8,No,Yes,popular,True,0.035
17640,YrbO727iF03I,Yes,Yes,random,True,0.035
23993,Y3Sml1wHcuxo,No,No,random,True,0.035
13039,YNeZerAPXR-A,No,Yes,adversarial,True,0.035
19925,YkagkXkAVPNo,No,No,popular,True,0.035
934,YK_Vre_-4KqU,No,No,popular,True,0.035
23236,Yyrxa6_P2I80,Yes,No,adversarial,True,0.035
30790,YF-47fRplQEc,No,Yes,popular,True,0.035
19606,YPZBUdlKwX04,No,No,random,True,0.035
3739,YjOYvIISk--4,Yes,Yes,random,True,0.035
22057,YsqWyxUObwkw,No,No,popular,True,0.035
22416,Y1ed87LLY97k,No,Yes,adversarial,True,0.035
23768,YXz56Q2Q5j5c,Yes,Yes,adversarial,True,0.035
19384,YSZ6CcXINiiE,Yes,No,popular,True,0.035
19685,Y14izd_i3ryE,No,Yes,popular,True,0.035
10432,Y3IScngdQA4I,Yes,Yes,adversarial,True,0.035
12754,YAWGnTI0e2Fs,Yes,Yes,random,True,0.035
2440,YK03ydb1uaoQ,Yes,Yes,random,True,0.035
6923,YuJzAf4PaExI,No,No,random,True,0.035
28581,Y0AsXkZkqelg,No,No,popular,True,0.035
4916,Yl5KdHAWwJCw,Yes,No,popular,True,0.035
26620,Y8ycflE3dIHw,No,No,random,True,0.035
7018,YqWYncqPSy9A,No,Yes,popular,True,0.035
3848,YjjHIINDfE1c,Yes,Yes,adversarial,True,0.035
21580,YC9NC7wJ7C3w,No,No,popular,True,0.035
28385,YMtK8L8gXRrI,No,No,popular,True,0.035
30957,Y2ABngPM3raQ,Yes,Yes,popular,True,0.035
24713,Y7RMpCCkQks0,No,Yes,random,True,0.035
16730,YTSnq6n8tElo,Yes,Yes,popular,True,0.035
1693,Y3iLGu2Omgrw,Yes,Yes,adversarial,True,0.035
65,Y6BJ455B1aAs,No,No,adversarial,True,0.035
26003,YMkbP_8zJwXU,No,No,random,True,0.035
2803,Yd1tL-9BILy8,No,Yes,adversarial,True,0.035
23093,Y0yETgW44MZU,Yes,Yes,popular,True,0.035
14982,YrtgVoZCcBw8,No,No,popular,True,0.035
28443,YAI1OweEW8C0,No,No,adversarial,True,0.035
15411,Yrp3CQsWxVgE,No,No,adversarial,True,0.035
31290,YeXj9OAik5cc,Yes,Yes,popular,True,0.035
25098,YNtQiduPRiRg,No,Yes,random,True,0.035
18035,YzF3xXn6NTyU,No,Yes,popular,True,0.035
20981,Y404cD3bVXDc,No,No,popular,True,0.035
17889,Y2a6GNu6uCDE,Yes,Yes,popular,True,0.035
4461,Y_iUX8CibElk,No,Yes,random,True,0.035
11622,Y3xDZ-kdGE3o,Yes,Yes,adversarial,True,0.035
24838,Y8DQfjqPCTI8,Yes,Yes,popular,True,0.035
5336,YRp4Ct_TQvAM,Yes,Yes,random,True,0.035
4899,YgQMTOKsCIyk,No,Yes,random,True,0.035
19728,YkagkXkAVPNo,No,Yes,adversarial,True,0.035
13135,YrN2rpLV3brs,No,No,adversarial,True,0.035
10363,YOr7umk40TZA,No,Yes,random,True,0.035
3587,Y41D0yXSBqfI,Yes,Yes,adversarial,True,0.035
670,YyfYNPWs7mWY,No,Yes,popular,True,0.035
23885,YHdxfbpnd2-8,No,Yes,random,True,0.035
14524,YMjSegUnQXr4,No,Yes,adversarial,True,0.035
13151,YNeZerAPXR-A,No,Yes,popular,True,0.035
23637,YyRoKi7rhSRo,No,Yes,adversarial,True,0.035
24653,Y4pv3w--cRrA,No,No,popular,True,0.035
26022,YBrPFQDr99Gg,Yes,Yes,random,True,0.035
3603,YJ0yeFeKvIt8,No,Yes,adversarial,True,0.035
19281,Y3XcIVh40pTI,No,Yes,random,True,0.035
3089,YhJtOGmN_KVw,No,Yes,random,True,0.035
6467,Yjlwe9jtu5Gw,Yes,No,adversarial,True,0.035
17920,Yc0IggDOisOo,No,Yes,popular,True,0.035
3422,YEQVWhHmT_cE,Yes,Yes,popular,True,0.035
22527,Y2ceUOv8A3FE,Yes,Yes,popular,True,0.035
12078,Y9xoYx3lTJ9I,No,Yes,adversarial,True,0.035
16942,Y2UNuMbxz9ds,No,No,random,True,0.035
21304,YU5ij0M7T-hk,Yes,Yes,random,True,0.035
7408,Y59VP93Tzjmg,No,No,random,True,0.035
15923,YDzKjogSVOLM,No,No,popular,True,0.035
6826,Y1DKLyH3FixM,No,Yes,random,True,0.035
3936,YB4SZwi9Ce3o,No,Yes,random,True,0.035
10302,YrjUrB1WUpcI,Yes,Yes,popular,True,0.035
22027,YZ7yDwpdGelM,No,Yes,random,True,0.035
20539,YxpZna_FwDhI,Yes,Yes,adversarial,True,0.035
29061,Yt3VFlDiEKgY,Yes,Yes,popular,True,0.035
24177,YEp72tyiL3as,No,No,random,True,0.035
27829,Y1IoHRTUp86c,No,Yes,popular,True,0.035
25423,Y3rna9zo5ZOs,Yes,Yes,popular,True,0.035
28590,Yc3nlaAkv9bA,No,Yes,random,True,0.035
3638,YjjHIINDfE1c,Yes,Yes,random,True,0.035
30474,YkLYCjD6vWI4,Yes,No,popular,True,0.035
13250,Yv7BaYF0kagM,Yes,Yes,popular,True,0.035
10224,Ye4ph6bIC5zc,Yes,Yes,random,True,0.035
10647,YWOywdRmySs0,No,Yes,popular,True,0.035
15375,YIhvXtS9-IxM,Yes,Yes,adversarial,True,0.035
27055,YB3O476LeuXY,No,Yes,adversarial,True,0.035
6051,YFfUqv0Vv3ME,No,Yes,popular,True,0.035
1312,YglAeihz0NAM,No,Yes,adversarial,True,0.035
6324,Y0rSETXszQM0,No,No,adversarial,True,0.035
16463,YljrL7Cb-jr8,Yes,Yes,adversarial,True,0.035
26158,YfPqj3nnwQOI,Yes,Yes,adversarial,True,0.035
4306,Yh5_1pnkl_SY,No,Yes,random,True,0.035
25596,Yq1ivQ_2fddk,No,No,random,True,0.035
4691,YHeEa1GZpUGI,Yes,Yes,random,True,0.035
13241,Yb1PXsfgQw5w,No,Yes,random,True,0.035
11831,YLB6CZ0x-kns,No,Yes,random,True,0.035
21305,YFf8bCCJfVX4,No,Yes,popular,True,0.035
24550,Y-FW109cbv0g,No,Yes,adversarial,True,0.035
10991,YV4PLSw_WzVw,Yes,Yes,popular,True,0.035
5648,YLKhokVsJhN0,No,No,popular,True,0.035
13892,YNX0gR9Eebp0,Yes,No,popular,True,0.035
2475,Y_w2pA1VeB40,No,No,popular,True,0.035
9161,YnlC4UI4hZ60,No,No,random,True,0.035
21314,Y3XuyGJqaXv8,No,Yes,adversarial,True,0.035
24559,YmVjub3o_IxE,No,No,popular,True,0.035
9139,YLWng-4PDzPM,No,No,popular,True,0.035
14777,YUV1kdjwpy6U,No,Yes,random,True,0.035
9147,Y-nQHwrRLfc0,Yes,Yes,adversarial,True,0.035
17445,YlTJLvSvjUZk,No,No,popular,True,0.035
2510,YRNBoH2LHQEM,No,No,adversarial,True,0.035
24422,Y3ejndVEAcmQ,Yes,Yes,adversarial,True,0.035
23951,YnuZEAuAl8hQ,Yes,No,popular,True,0.035
8338,YhuMLK0oA3L8,No,Yes,adversarial,True,0.035
20944,YD4s5aHrsBgs,Yes,Yes,popular,True,0.035
11701,YnU-AI3Cmc3M,Yes,Yes,random,True,0.035
2207,Y0a9wVat2PWk,No,Yes,adversarial,True,0.035
8423,YhuMLK0oA3L8,No,No,popular,True,0.035
14376,YtxeXrpoMST4,No,Yes,popular,True,0.035
12618,YptIksg9KEac,Yes,Yes,popular,True,0.035
2116,YPb6MqpdX5Jw,No,Yes,adversarial,True,0.035
23196,YHxZADVzNIqs,No,Yes,random,True,0.035
22281,YGE1aZSnPr2Q,No,Yes,random,True,0.035
13404,Ye9MWXS34o48,Yes,Yes,random,True,0.035
21223,YsI7_ycEYzAY,No,Yes,random,True,0.035
3913,YzoxFl3pddMg,No,Yes,random,True,0.035
13900,Yos_2U4xqTqw,No,Yes,random,True,0.035
1779,Yq46VXJ6JN9M,No,No,random,True,0.035
24839,Y8nUqSYC66mI,No,No,adversarial,True,0.035
16275,YnD1K1Zo0qrM,No,No,adversarial,True,0.035
22374,YmJ6ZO3xEcgw,Yes,Yes,random,True,0.035
27431,YI_8KqxP5xOA,No,No,popular,True,0.035
19449,YJC2ZrXzCX4Y,Yes,Yes,popular,True,0.035
77,YGOD8Bt5LfDE,Yes,Yes,adversarial,True,0.035
30095,YAUJPx81qKtY,Yes,Yes,popular,True,0.035
1463,Y0jGH7A_hpBM,Yes,Yes,adversarial,True,0.035
16409,YwVi5w_NU6CM,No,Yes,random,True,0.035
25677,YWLzzpzOKtnY,No,Yes,random,True,0.035
1650,YcPiSd5nJLrI,No,Yes,popular,True,0.035
16540,YTSnq6n8tElo,Yes,No,adversarial,True,0.035
17383,YKVbmN9ZRg5Q,Yes,Yes,random,True,0.035
6787,YXrJcmftCY04,No,Yes,random,True,0.035
28267,YLF6x7B0Ppvo,No,No,random,True,0.035
29752,YniwgMbB6tpQ,No,No,adversarial,True,0.035
22900,YoZaEHkfh5Eg,Yes,No,popular,True,0.035
15804,Y0_ogYGDGDco,Yes,Yes,popular,True,0.035
14735,Y-aYumc8KoXg,No,No,adversarial,True,0.035
14083,YXPebkNzsnRI,No,Yes,popular,True,0.035
28536,YK-7Y8yhcUiw,Yes,Yes,popular,True,0.035
2453,Yific_gRalg0,No,No,random,True,0.035
9032,YdP5DbAzTl5M,Yes,No,adversarial,True,0.035
8924,YJZloTOdIY_c,Yes,Yes,random,True,0.035
2577,YK03ydb1uaoQ,Yes,No,adversarial,True,0.035
6153,YoOMtaqvQ3_M,Yes,Yes,popular,True,0.035
21582,Y2ceUOv8A3FE,Yes,Yes,random,True,0.035
8440,YilspW7JRjAg,Yes,No,popular,True,0.035
25816,YIKnx3hJv1bs,Yes,No,popular,True,0.035
915,YqeSl7YZAfs4,Yes,Yes,random,True,0.035
7607,YB8rdur4aams,Yes,Yes,adversarial,True,0.035
16866,YwVi5w_NU6CM,No,No,adversarial,True,0.035
18585,Ygf6H_MWCqjw,No,No,adversarial,True,0.035
8977,YAizmnCDlXos,Yes,Yes,popular,True,0.035
20197,YmUGmCSNETcg,No,Yes,popular,True,0.035
7800,YBXxlqaDvdaA,No,No,random,True,0.035
23805,Y3ndid3jni7M,No,Yes,popular,True,0.035
18491,Y1QNLMF-Kl_s,Yes,Yes,random,True,0.035
12932,YdZDgJzGtLLU,Yes,No,popular,True,0.035
25107,Y8GHLfJ6y6zA,Yes,Yes,random,True,0.035
4323,YNJEPbGVBJIQ,No,No,popular,True,0.035
18800,YXamQAY_WXRY,No,No,adversarial,True,0.035
11880,YkgjNIDmO8a8,Yes,Yes,popular,True,0.035
27394,Y350OCezayrk,No,Yes,adversarial,True,0.035
10667,Yn74IYuCe_ms,No,Yes,random,True,0.035
23129,YVkbp8VmL3pM,No,No,adversarial,True,0.035
4598,Yfx4r_KuW6No,Yes,No,popular,True,0.035
2572,YAbplcXwXnvE,Yes,Yes,random,True,0.035
25735,Y7RMpCCkQks0,No,No,popular,True,0.035
20239,YPZBUdlKwX04,No,Yes,adversarial,True,0.035
5772,Y7QN3lwOzfdg,No,Yes,adversarial,True,0.035
24503,YFJkvAMLmejY,Yes,Yes,popular,True,0.035
9850,YawxrHOpt-sE,Yes,Yes,popular,True,0.035
22395,YVkbp8VmL3pM,No,No,random,True,0.035
11128,Y3xDZ-kdGE3o,Yes,Yes,random,True,0.035
8232,Y1PvMtRIlZNI,Yes,No,adversarial,True,0.035
23518,Y0G7rb74R-2A,Yes,Yes,popular,True,0.035
5050,Y52IxrdTxGs4,No,Yes,adversarial,True,0.035
5546,YLKhokVsJhN0,No,Yes,adversarial,True,0.035
7207,YB8rdur4aams,Yes,Yes,random,True,0.035
20629,YSCow4mpBsGY,Yes,No,adversarial,True,0.035
2198,YpI_kPedctoo,Yes,Yes,random,True,0.035
21436,YFlk-X0gwjF4,Yes,Yes,random,True,0.035
27135,YTSdAJWJ-tW0,Yes,Yes,random,True,0.035
1797,YQvATUKXYFBs,No,Yes,popular,True,0.035
9292,YJZloTOdIY_c,Yes,Yes,adversarial,True,0.035
2374,YD9tinq3RMpU,Yes,Yes,adversarial,True,0.035
17456,Y2UNuMbxz9ds,No,Yes,adversarial,True,0.035
13650,YMBP4RcnwGZw,No,Yes,adversarial,True,0.035
4436,Y0NGSrwioYjA,No,No,adversarial,True,0.035
21850,YsqWyxUObwkw,No,No,adversarial,True,0.035
21930,YL6rnV0oNIII,Yes,No,adversarial,True,0.035
2157,YPb6MqpdX5Jw,No,No,popular,True,0.035
18697,Y1_z6NcidGzM,Yes,Yes,popular,True,0.035
29452,YOFVzrakJhbw,Yes,Yes,random,True,0.035
18109,YeRU-rABp8nk,Yes,Yes,adversarial,True,0.035
242,YYNDKuNINDOY,Yes,Yes,random,True,0.035
27081,YG0IsabU5hn4,Yes,No,adversarial,True,0.035
1035,YArHiac57pVk,Yes,Yes,popular,True,0.035
3104,YE6FH_xp3I54,Yes,Yes,popular,True,0.035
10924,YjXkLS_QzUrI,No,No,adversarial,True,0.035
4743,Y79XDcI6xZm0,Yes,Yes,random,True,0.035
27651,Yv59uHr-B1no,No,Yes,adversarial,True,0.035
14464,Y4_Cak7gvly4,Yes,Yes,random,True,0.035
3700,YNeWW30WZjPc,Yes,No,adversarial,True,0.035
24964,Y3Sml1wHcuxo,No,No,popular,True,0.035
374,YLbken4JCr94,Yes,No,adversarial,True,0.035
14126,Y1OyEgzXCkYE,No,Yes,random,True,0.035
9427,Yz4MeV9IGVo0,No,Yes,adversarial,True,0.035
27720,Y8ycflE3dIHw,No,Yes,popular,True,0.035
29537,YAf4a-9rcnP0,No,Yes,adversarial,True,0.035
18375,YZY4aGEniU_E,No,Yes,popular,True,0.035
10711,Ydkiwn2FdDVw,No,Yes,adversarial,True,0.035
23148,YCBwXKOpJY_o,Yes,No,adversarial,True,0.035
14890,Y-aYumc8KoXg,No,Yes,popular,True,0.035
24587,YBn4lc01q9vE,No,Yes,popular,True,0.035
16425,YnD1K1Zo0qrM,No,No,popular,True,0.035
